Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID,Internal ID as hex
golden urn,,,1,gold nugget,1.0,metal pot,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,2.0.0,Yes,100,Miscellaneous,14490,gold,FtrGoldBrassJar,,1110,1025,mGtYwEsETuEbH4gdT,0401
golden vase,,,1,gold nugget,1.0,fine vase,,,,,,,,,NFS,200.0,,,Normal villagers,,,,2.0.0,Yes,100,Housewares,14481,gold,FtrGoldVaseLuxury,,1119,1028,W2ijDa6gBzFnquBke,0404
golden wall,,,4,gold nugget,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,100,Wallpaper,4894,gold,RoomTexWallGold00,,1150,299,u7gdHaAk5nbB4p5Ru,012B
golden wand,,,2,gold nugget,3.0,star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,7591,gold,ToolStickGolden,,1170,539,RgNWgCdnAK2qjJTmo,021B
golden watering can,,,1,gold nugget,1.0,watering can,,,,,,,,,NFS,,,,Isabelle,Obtained after the 5-star island evaluation,,,1.0.0,Yes,0,Tools,8533,gold,ToolWateringGold,,116,659,HShnyCLB3cPL5xNTx,0293
golden wristwatch,,,1,gold nugget,1.0,wristwatch,,,,,,,,,NFS,200.0,,,Smug villagers,,,,2.0.0,Yes,100,Miscellaneous,14491,gold,FtrGoldWristwatch,,1114,1026,qmZ69KX9rJ6GPgBNA,0402
gong,,,6,iron nugget,5.0,wood,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Housewares,4075,dark gray,FtrTamtam,,910,393,sLG4MSw3ReWmoBQNf,0189
grass skirt,,,7,clump of weeds,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,0,Equipment,4333,green,BottomsTexSkirtBoxGrass0,,1286,603,zuxKqmoD6WAAzheNq,025B
grass standee,,,2,wood,2.0,softwood,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,0,Housewares,530,brown,FtrHariboteGrass,,378,582,Q7M9H8k9C9iTsWafA,0246
gratin,,,3,flour,2.0,potato,,,,,,,,,NFS,200.0,,,Turkey Day Recipes,Obtain Turkey Day Recipes from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,2.0.0,Yes,0,Savory,13327,color_71,FtrGratin,,15203,971,9bbnEpmrLnzF7X4Qn,03CB
green bamboo fence,,,6,bamboo piece,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,2.0.0,Yes,0,Other,14755,green,ItemFenceCrossedBamboo,,2491,1007,e48TfATaH7eEy2Ar3,03EF
green bamboo mat,,,3,bamboo piece,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,2.0.0,Yes,50,Rugs,12329,green,RugRectBambooBathmatS00,,2471,984,4b3JNwSsyK8eRKQcs,03D8
green grass skirt,,,7,clump of weeds,,,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,0,Equipment,8907,green,BottomsTexSkirtBoxGrass1,,1287,605,mzQREt22Mh8reP5WY,025D
green-leaf pile,,,1,young spring bamboo,10.0,clump of weeds,,,,,,,,,NFS,200.0,,,Balloons,,young spring bamboo,Yes,1.0.0,Yes,0,Housewares,4269,green,FtrFallenleavesGreen,,3001,587,yN7Ly9tsMKDvKqHu8,024B
grilled sea bass with herbs,,,1,sea bass,5.0,clump of weeds,,,,,,,,,NFS,200.0,,,Be a Chef! DIY Recipes+,,,,2.0.0,Yes,0,Savory,14165,color_61,FtrFishdishBass,,13501,945,KuYrNQgta4S3djJvm,03B1
hanging glowing moss,,,5,glowing moss,3.0,vine,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Ceiling Decor,14210,color_56,FtrLuMossLightCeiling,,1545,993,RDwCBti2x8gbwxZLb,03E1
hanging terrarium,,,12,clump of weeds,4.0,iron nugget,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,50,Wall-mounted,3775,green,FtrTerrariumWall,,1232,396,GNtJWEuH8EoLwwi2a,018C
hay bed,,,20,clump of weeds,,,,,,,,,,,NFS,200.0,,,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,,,1.0.0,Yes,0,Housewares,3675,green,FtrHaybed,,1200,167,7TFmXPG98wdcvvQe6,00A7
hearth,,,2,bamboo piece,5.0,iron nugget,4.0,clay,5.0,hardwood,,,,,NFS,200.0,,,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,,,1.0.0,Yes,0,Housewares,722,green,FtrIrori,,2407,217,HwZwNAuYqaBbwS2YL,00D9
hedge,,,10,clump of weeds,5.0,tree branch,2.0,stone,,,,,,,NFS,200.0,,,Leif,Obtained from Leif after buying anything from him on three different days,,,1.2.0,Yes,0,Other,12758,green,ItemFenceIkegaki,,1291,713,m9LpprrQ6sP6EnArD,02C9
hedge standee,,,2,wood,3.0,softwood,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,0,Housewares,531,brown,FtrHariboteHedge,,379,583,6Gq4PMmcJqzJySt7G,0247
holiday candle,,,5,red ornament,5.0,clump of weeds,,,,,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,1.0.0,Yes,0,Miscellaneous,891,white,FtrCandleXmas,,7401,372,5f7xR7Kvm2mMwpGjz,0174
honeycomb flooring,,,5,wasp nest,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Floors,4999,orange,RoomTexFloorHoney00,,2060,472,Yq6j7ppP9e4k6GuSz,01D8
honeycomb wall,,,6,wasp nest,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Wallpaper,4865,orange,RoomTexWallHoney00,,2050,296,XJZCow9k2yrtvYDSc,0128
hyacinth crown,,,4,red hyacinths,2.0,yellow hyacinths,2.0,white hyacinths,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,0,Equipment,5096,green,CapOrnamentHyacinth1,,8220,237,wChSX5vstYGQaWma7,00ED
hyacinth lamp,,,5,purple hyacinths,3.0,clay,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,50,Miscellaneous,7234,green,FtrFlowerLamp,,7806,506,fBKmq2YprMreQQrYo,01FA
hyacinth wand,,,1,pink hyacinths,3.0,star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,5083,green,ToolStickHyacinth,,8276,524,SfyT7DJYnMvjQmSRX,020C
hyacinth wreath,,,3,white hyacinths,3.0,red hyacinths,3.0,yellow hyacinths,,,,,,,NFS,200.0,,,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is hyacinths,,,1.0.0,Yes,50,Wall-mounted,5468,green,FtrDoorOrnamentWreathHyacinth,,7860,232,ysyo8kjy4NBvj929M,00E8
ice flooring,,,1,large snowflake,8.0,snowflake,,,,,,,,,NFS,200.0,,,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Floors,5516,blue,RoomSpFloorIce00,,6660,288,r4NnQCo7BTJX7QwLd,0120
ice wall,,,1,large snowflake,8.0,snowflake,,,,,,,,,NFS,200.0,,,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Wallpaper,5505,blue,RoomSpWallIce00,,6650,293,An3uWvJLZrfNtdewM,0125
ice wand,,,1,large snowflake,3.0,star fragment,,,,,,,,,NFS,200.0,,,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Tools,7585,blue,ToolStickSnow,,6690,533,pfuLcy3eLoxPsFMQy,0215
iceberg flooring,,,10,snowflake,,,,,,,,,,,NFS,200.0,,,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Floors,5253,blue,RoomSpFloorIceFloe00,,7061,289,hbGr49z9cKw5qeryp,0121
iceberg wall,,,10,snowflake,,,,,,,,,,,NFS,200.0,,,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Wallpaper,5662,blue,RoomTexWallIceFloe00,,7051,302,89NQTyckGsnbPBcxX,012E
illuminated present,,,3,red ornament,4.0,gold ornament,3.0,iron nugget,,,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,1.0.0,Yes,0,Housewares,4108,white,FtrIllumiPresent,,7408,401,ZC8ykvryfN44HMCiJ,0191
illuminated reindeer,,,6,gold ornament,5.0,iron nugget,,,,,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,1.0.0,Yes,0,Housewares,4074,white,FtrIllumiReindeer,,7409,392,PWkTWdSn5n9DncHBJ,0188
illuminated snowflakes,,,9,blue ornament,3.0,iron nugget,,,,,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,1.0.0,Yes,0,Housewares,4131,white,FtrIllumiSnow,,7407,406,R2G2JJGg5deoW7GxT,0196
illuminated tree,,,8,red ornament,8.0,blue ornament,6.0,gold ornament,6.0,iron nugget,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,1.0.0,Yes,0,Housewares,4066,white,FtrIllumiTree,,7410,203,S8meymsrnGbZRN5XM,00CB
imperial fence,,,6,wood,4.0,softwood,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Other,4354,brown,ItemFenceChinese,,597,550,6xscDDXokkLGARAzw,0226
imperial pot,,,3,iron nugget,,,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,2.0.0,Yes,0,Miscellaneous,12706,dark gray,FtrWok,,918,1052,hhJA4qQsLaQcGJYAG,041C
infused-water dispenser,,,2,apple,2.0,pear,2.0,cherry,2.0,orange,2.0,peach,2.0,coconut,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,100,Miscellaneous,4107,white,FtrFruitswater,,1901,400,t24vHrtE8fyRkzyWK,0190
iron armor,,,8,iron nugget,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,100,Equipment,4588,dark gray,TopsTexOnepieceOverallLPlatearmorIron,,961,640,qMDWWFfXPFTMpGTpQ,0280
iron closet,,,12,iron nugget,,,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,0,Housewares,9642,dark gray,FtrIronClosetLR,,904,573,PamdzQi8BcNbAqHmL,023D
iron doorplate,,,2,iron nugget,,,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,50,Wall-mounted,4752,dark gray,FtrDoorOrnamentIron,,940,468,ckD6nctsXhWjtaRmJ,01D4
iron fence,,,6,iron nugget,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Other,4357,dark gray,ItemFenceSteel,,971,267,6b9c3c3cRkfK3sqXu,010B
iron frame,,,20,iron nugget,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Housewares,2553,dark gray,FtrIronframe,,915,79,hzFGkyKC77m5kAHSA,004F
iron garden bench,,,8,iron nugget,,,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,0,Housewares,1625,dark gray,FtrIrongardenBench,,902,63,oDze7K3AbxFpni27M,003F
iron garden chair,,,3,iron nugget,,,,,,,,,,,NFS,200.0,,,Big Sister villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,1626,dark gray,FtrIrongardenChair,,900,64,GTMdcZkxvPs6tDdQZ,0040
iron garden table,,,5,iron nugget,,,,,,,,,,,NFS,200.0,,,Big Sister villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,1627,dark gray,FtrIrongardenTable,,901,65,LfmT6j46no2RNRXDi,0041
iron hanger stand,,,3,iron nugget,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Housewares,3561,dark gray,FtrIronHanger,,906,365,sFNTL2NeXckRLskP7,016D
iron ladder set-up kit,,,1,ladder,5.0,iron nugget,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Tools,13534,beige,LadderKitC0,,125,761,K9F8ByCQTiJuaJkiG,02F9
iron shelf,,,14,iron nugget,,,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,0,Housewares,3563,dark gray,FtrIronShelf,,905,128,McdRNpxXrk9xKkK4S,0080
iron wall lamp,,,4,iron nugget,2.0,clay,,,,,,,,,NFS,200.0,,,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,,,1.0.0,Yes,0,Wall-mounted,3559,dark gray,FtrIronLampW,,930,122,b9KAgbNSetaJieTKp,007A
iron wall rack,,,3,iron nugget,1.0,clay,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,50,Wall-mounted,3562,dark gray,FtrIronShelfW,,931,123,DYTTSvnJoQAtBqSpL,007B
iron wand,,,3,iron nugget,3.0,star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,7592,dark gray,ToolStickIron,,979,540,MYYovLTdmLov8y2hL,021C
iron worktable,,,10,iron nugget,,,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,0,Housewares,3560,dark gray,FtrIronTableM,,903,126,yoWsZbmhYnfeXhTgr,007E
iron-and-stone fence,,,6,stone,3.0,iron nugget,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Other,5206,light gray,ItemFenceIronAndStone,,871,555,qe9qWWJB7wDbMLKTG,022B
ironwood bed,,,20,wood,10.0,iron nugget,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,0,Housewares,3200,blue,FtrIronwoodBedS,,1005,87,Gs6r4jNYwqfyjcBAQ,0057
ironwood cart,,,6,wood,4.0,iron nugget,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,0,Housewares,3195,blue,FtrIronwoodServingcart,,1001,85,MdPCQSxd8CnBRe9Ac,0055
ironwood chair,,,3,wood,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,0,Housewares,3193,blue,FtrIronwoodChairS,,1000,83,geDcbiFqc4L4eZojy,0053
ironwood clock,,,2,wood,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,50,Wall-mounted,3275,blue,FtrIronwoodClockW,,1040,94,vWYzQ9pTSBH5Wbmmk,005E
ironwood cupboard,,,12,wood,6.0,iron nugget,1.0,ironwood dresser,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,100,Housewares,3271,blue,FtrIronwoodCupboard,,1006,92,bFD87nMsrphrQcGhi,005C
ironwood DIY workbench,,,12,wood,6.0,iron nugget,1.0,mini DIY workbench,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,100,Housewares,3943,blue,FtrWorkbenchIronwood,,1008,125,qfemQxWGxbseGW4pR,007D
ironwood dresser,,,7,wood,4.0,iron nugget,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,0,Housewares,3196,blue,FtrIronwoodChest,,1002,86,zHZA38BSSukQPvfAx,0056
ironwood kitchenette,,,4,wood,3.0,iron nugget,1.0,ironwood dresser,1.0,cutting board,,,,,NFS,200.0,,,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,,,1.0.0,Yes,0,Housewares,3270,blue,FtrIronwoodKitchen,,1007,91,Aws83WvmsMbK8mamt,005B
ironwood low table,,,6,wood,4.0,iron nugget,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,0,Housewares,3194,blue,FtrIronwoodTableM,,1004,84,hZCJc27R4RDJwNj6y,0054
ironwood table,,,12,wood,6.0,iron nugget,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Housewares,3191,blue,FtrIronwoodTableL,,1003,35,kWp7B34ACYfXs4HEk,0023
jail bars,,,5,iron nugget,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Housewares,5931,dark gray,FtrScreenCage,,912,435,cQRevEHviBPSXaDRz,01B3
jarred bamboo shoots,,,3,bamboo shoot,,,,,,,,,,,NFS,200.0,,,Daisy Mae,Sent in the mail after purchasing turnips,,,2.0.0,Yes,0,Savory,14186,color_76,FtrJarBambooshoot,,13603,965,o7n4c3j2oKxisseHM,03C5
jarred mushrooms,,,2,skinny mushroom,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14185,color_76,FtrJarMushroom,,13604,964,kKpaFJYT2LZEZDt4P,03C4
Jingle wall,,,5,red ornament,5.0,blue ornament,5.0,gold ornament,5.0,clay,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,1.0.0,Yes,0,Wallpaper,5230,white,RoomSpWallXmas00,,7450,291,yHZv2YNkbKzqaCich,0123
juicy-apple TV,,,10,apple,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Big Sister villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is apples,,,1.0.0,Yes,100,Housewares,2596,red,FtrFruitsTV,,1821,6,gjc7Wju56JYDhkwvJ,0006
jungle flooring,,,10,clump of weeds,10.0,clay,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Floors,5515,green,RoomTexFloorJungle00,,1260,470,8Dg67mD5L3628ZfXP,01D6
jungle wall,,,15,clump of weeds,3.0,wood,3.0,hardwood,3.0,softwood,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Wallpaper,5457,green,RoomTexWallJungle00,,1250,326,sKFxDKgEMLzZtPu7K,0146
kabu ankake,,,1,10 turnips,,,,,,,,,,,NFS,200.0,,,Daisy Mae,Sent in the mail after purchasing turnips,,,2.0.0,Yes,0,Savory,13983,color_62,FtrWholesaladTurnip,,12604,892,hdvz6zEX3caCYhWmm,037C
karei no nitsuke,,,1,dab,,,,,,,,,,,NFS,200.0,,,Catching a dab,,,,2.0.0,Yes,0,Savory,14162,color_66,FtrFishdishTurbot,,13503,942,es2Y8XAfq9uzm73Pb,03AE
kettle bathtub,,,8,iron nugget,2.0,wood,1.0,campfire,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Housewares,4008,dark gray,FtrGoemonburo,,916,490,WJQG9QKBGGGyAiGxk,01EA
kettlebell,,,5,iron nugget,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Miscellaneous,7535,dark gray,FtrKettlebell,,913,600,Mmspyi3WpibXgBh2u,0258
key holder,,,3,wood,1.0,iron nugget,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,50,Wall-mounted,3992,brown,FtrKeyhanger,,480,437,cXTKSu7vAHz2c3tmD,01B5
King Tut mask,,,5,gold nugget,,,,,,,,,,,NFS,,,,Hitting a rock,Picking up gold nuggets knocked out of rocks,,,1.4.0,Yes,0,Equipment,5607,gold,CapFullfaceKingtut0,,1163,716,dYrMmg7tsBvSwarEc,02CC
knight's helmet,,,5,iron nugget,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,100,Equipment,5334,dark gray,CapFullfaceKnightIron,,960,641,3u8tk4SyAemkHTRzz,0281
knitted-grass backpack,,,20,clump of weeds,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,0,Equipment,7511,green,BagBackpackGrass0,,1288,636,CoEssbnPs7xhuMbTF,027C
ladder,,,4,wood,4.0,hardwood,4.0,softwood,,,,,,,500,200.0,,,Tom Nook; Nook's Cranny,Obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Tools,2615,beige,ToolLadder,,122,107,QHAFqRRLE65RSvmQh,006B
large cardboard boxes,,,5,cardboard box,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,1,Housewares,3412,yellow,FtrMovingboxL,,2136,611,6eBT8zf9Fv2GWbZRk,0263
large lattice fence,,,10,softwood,,,,,,,,,,,NFS,200.0,,,Custom Fencing in a Flash,,,,2.0.0,Yes,0,Other,5208,brown,ItemFenceLatticeBig,,595,557,r6FwihxLyirdpEeTm,022D
lattice fence,,,8,softwood,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Other,11712,brown,ItemFenceLatiiceNatural,,592,657,LRSdBoRQia8MgkGRg,0291
leaf,,,5,clump of weeds,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Equipment,4682,green,AccessoryMouthLeafGreen,,1280,261,cJ9rqxsr9oZKrjHXJ,0105
leaf campfire,,,3,pine cone,5.0,clump of weeds,3.0,tree branch,,,,,,,NFS,200.0,,,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Housewares,7788,brown,FtrFallenleavesfire,,4603,509,ziEwyR6mTntmTaKfX,01FD
leaf mask,,,10,clump of weeds,,,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,0,Equipment,7291,green,CapMaskLeaf0,,1281,635,ng67WBZo7rRfQSWDa,027B
leaf stool,,,3,maple leaf,3.0,wood,,,,,,,,,NFS,200.0,,,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Housewares,7390,brown,FtrFallenleavesChairS,,4604,519,u2hwyRwKoRYdCHrHY,0207
leaf umbrella,,,15,clump of weeds,,,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,0,Equipment,6840,green,UmbrellaLeaf0,,1282,456,DyPomQRjemr3vjDQt,01C8
leaf-egg outfit,,,3,leaf egg,,,,,,,,,,,NFS,,,,Collecting leaf eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12451,yellow,TopsTexOnepieceRibNEggleaf0,,8667,680,iJeXo3dJrybEpPEHw,02A8
leaf-egg shell,,,2,leaf egg,,,,,,,,,,,NFS,,,,Collecting leaf eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12441,yellow,CapHatEggleaf0,,8666,679,9Bf5xhQJQHvW8n8Jc,02A7
leaf-egg shoes,,,2,leaf egg,,,,,,,,,,,NFS,,,,Collecting leaf eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12457,yellow,ShoesLowcutEggleaf0,,8668,681,wKxwrd3MDWZDidSGp,02A9
Leo sculpture,,,3,star fragment,2.0,Leo fragment,2.0,gold nugget,3.0,stone,,,,,NFS,200.0,,,Celeste,,Leo,Yes,1.0.0,Yes,0,Wall-mounted,5964,silver,FtrZodiacLeo,,2304,407,5QHREHAwKLPzLmmDi,0197
Libra scale,,,3,star fragment,2.0,Libra fragment,2.0,gold nugget,,,,,,,NFS,200.0,,,Celeste,,Libra,Yes,1.0.0,Yes,0,Miscellaneous,3774,silver,FtrZodiacLibra,,2306,132,td7wJhwym4yZKy6tQ,0084
light bamboo bath mat,,,3,young spring bamboo,,,,,,,,,,,NFS,200.0,,,Balloons,,young spring bamboo,Yes,2.0.0,Yes,0,Rugs,12399,green,RugRectBambooS00,,3072,987,3f95C6nTwwrNNHMmB,03DB
light bamboo rug,,,6,young spring bamboo,,,,,,,,,,,NFS,200.0,,,Balloons,,young spring bamboo,Yes,1.0.0,Yes,0,Rugs,11113,green,RugRectBambooM00,,3070,671,QfT9N8GGPr4x3u9hH,029F
lily crown,,,2,red lilies,2.0,yellow lilies,2.0,white lilies,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,0,Equipment,5114,green,CapOrnamentYuri1,,8223,255,kAqnCE6oFFAeZvYXN,00FF
lily record player,,,5,white lilies,3.0,iron nugget,3.0,wood,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,50,Housewares,7236,green,FtrFlowerRecordplayer,,7807,515,Y9NXrLeRe8XHPFRDN,0203
lily wand,,,1,white lilies,3.0,star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,5094,green,ToolStickYuri,,8277,530,sKXdSX9eDXe7mEpxG,0212
lily wreath,,,3,white lilies,3.0,red lilies,3.0,yellow lilies,,,,,,,NFS,200.0,,,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is lilies,,,1.0.0,Yes,50,Wall-mounted,5641,green,FtrDoorOrnamentWreathYuri,,7863,438,T79DghfmPpWspJ9Eq,01B6
log bed,,,30,hardwood,,,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,0,Housewares,4041,brown,FtrLogBedW,,338,119,kCWnjzgmGXnkRY4Ww,0077
log bench,,,5,hardwood,,,,,,,,,,,NFS,200.0,,,Normal villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,4042,brown,FtrLogStoolL,,331,112,AQwJbwnFqY9yQ2XJ4,0070
log chair,,,8,hardwood,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,0,Housewares,4039,brown,FtrLogSofaS,,336,117,JiLieKMNcaY7QF8Zb,0075
log decorative shelves,,,2,log bench,3.0,hardwood,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,100,Housewares,4036,brown,FtrLogShelf,,339,114,fKdr6A8t6WiZxXqco,0072
log dining table,,,15,hardwood,,,,,,,,,,,NFS,200.0,,,Cranky villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,4040,brown,FtrLogTableL,,333,118,TeyLyttsCPPGxsfgu,0076
log extra-long sofa,,,2,log chair,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,100,Housewares,4044,brown,FtrLogSofaL,,337,110,LbsREdAkxGBWWFja2,006E
log fence,,,6,softwood,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,2.0.0,Yes,0,Other,4351,brown,ItemFenceHorizontalLog,,587,548,ZD6mWh93gCQTzPc22,0224
log garden lounge,,,12,hardwood,,,,,,,,,,,NFS,200.0,,,Peppy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,4035,brown,FtrLogBedS,,335,113,PDwJZtp2PN93N3NfZ,0071
log pack,,,3,wood,5.0,hardwood,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Equipment,7498,brown,BagBackpackWood0,,570,638,fGoNxEDmgeZRehXXj,027E
log round table,,,15,hardwood,,,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,0,Housewares,4043,brown,FtrLogTableLRound,,334,111,aveZx5Dz7zLGfBiS7,006F
log stakes,,,3,wood,,,,,,,,,,,NFS,200.0,,,Smug villagers; Tom Nook,,,,1.0.0,Yes,0,Housewares,5973,brown,FtrWoodPile,,341,412,Wwp2YdfmcWaY9LdHK,019C
log stool,,,4,hardwood,,,,,,,,,,,NFS,200.0,,,Peppy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,4038,brown,FtrLogStoolS,,330,116,KCkvMzSKZoAGpFFvX,0074
