Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
sports cap,,,Blue,No,560,140,51,Blue,White,1x1,500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Active,sporty,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSports2,664,11529,KZRoEWu5C87p5v6bw,2D09
stagehand hat,,,,No,980,245,51,Black,Black,1x1,880.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,theatrical; work,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceKurokoBlack,934,6053,3iuLkRkAKbp4KbfET,17A5
star bopper,,,,No,NFS,245,251,Yellow,Gray,1x1,,,Isabelle,,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),Yes,All Year,All Year,,Free,Free,Cute,Gorgeous,fairy tale; party; theatrical,1,HeadHairOrnament_Front,Yes,Not for sale,1.4.0,Yes,CapOrnamentFStarband0,1139,2611,zNorsCxjDBFoB3cB4,0A33
star hairpin,,,Black,No,350,87,51,Black,Gray,1x1,320.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Womanly,Cute,Cute,everyday; fairy tale,1,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLStarhairpin4,1107,12172,Sj22yQDh6XZ548xNs,2F8C
star hairpin,,,Pink,No,350,87,51,Pink,Aqua,1x1,320.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Womanly,Cute,Cute,everyday; fairy tale,2,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLStarhairpin1,1107,12169,K8nfGv85ED4JYm2ik,2F89
star hairpin,,,Yellow,No,350,87,51,Yellow,Pink,1x1,320.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Womanly,Cute,Cute,everyday; fairy tale,3,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLStarhairpin0,1107,9856,k4qSsaYTabo563Qc6,2680
star hairpin,,,Mint,No,350,87,51,Green,Orange,1x1,320.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Womanly,Cute,Cute,everyday; fairy tale,4,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLStarhairpin3,1107,12171,YRFxXFqCAc2KQpACS,2F8B
star hairpin,,,Purple,No,350,87,51,Purple,Yellow,1x1,320.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Womanly,Cute,Cute,everyday; fairy tale,5,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLStarhairpin2,1107,12170,X5FEM3hh6FmwyaPSv,2F8A
star head,,,,Yes,NFS,2500,103,Yellow,Yellow,1x1,,,Crafting,,,,All Year,Winter,,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Headgear_NoEarNoJaw,No,Not for sale,1.0.0,Yes,CapCostumeStar0,1113,9862,GeCyKvrDGPAceAQQP,2686
steampunk hat,,,Red,No,1320,330,51,Red,Black,1x1,1200.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Gorgeous,fairy tale; party; theatrical,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatSteampunk0,1449,14761,CXH5d9znS3moJGcru,39A9
steampunk hat,,,Purple,No,1320,330,51,Purple,Red,1x1,1200.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Gorgeous,fairy tale; party; theatrical,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatSteampunk4,1449,728,Ac3CfB8Tift4G8bxF,02D8
steampunk hat,,,Green,No,1320,330,51,Green,Red,1x1,1200.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Gorgeous,fairy tale; party; theatrical,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatSteampunk2,1449,568,4z9v5HnbAnwKZnuDR,0238
steampunk hat,,,Blue,No,1320,330,51,Blue,Black,1x1,1200.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Gorgeous,fairy tale; party; theatrical,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatSteampunk1,1449,567,HmaEJAxnbMj3mAd27,0237
steampunk hat,,,Black,No,1320,330,51,Black,White,1x1,1200.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Gorgeous,fairy tale; party; theatrical,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatSteampunk3,1449,569,zcs8CMMmDbhAa7k3J,0239
stone-egg shell,,,,Yes,NFS,800,351,Yellow,Orange,1x1,,,Crafting,,Bunny Day (days before); Bunny Day,Yes,All Year,All Year,,Free,Free,Active,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.1.0,Yes,CapHatEggrock0,1196,12440,6sSucNJN4o9egdsT6,3098
straw boater,,,Monotone,No,700,175,51,White,Black,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo5,635,10879,YTxDHZqDGSAH3Fmjf,2A7F
straw boater,,,Pink,No,700,175,51,Pink,White,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo7,635,10881,im6Xw6Z55KgRGQWQR,2A81
straw boater,,,Brown,No,700,175,51,Orange,White,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo3,635,10877,rs7Ts2r6yxNjsWMta,2A7D
straw boater,,,Light blue,No,700,175,51,Aqua,White,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo6,635,10880,2PYjpd6DsvQZPYdYj,2A80
straw boater,,,Dark brown,No,700,175,51,Brown,Black,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo4,635,10878,EEM45eNNW2kZ8umYQ,2A7E
straw boater,,,Beige,No,700,175,51,Beige,Red,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo1,635,10875,fSWYxi2FLsE7yM3xp,2A7B
straw boater,,,Light brown,No,700,175,51,Beige,Green,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo2,635,10876,8NywDitrMMG8nx5b9,2A7C
straw boater,,,Cream,No,700,175,51,Beige,Blue,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo0,635,5259,MjLrcMkSW6xz4EWuj,148B
straw hat,,,Red,No,490,122,51,Beige,Red,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,All Year,Free,Free,Simple,Active,everyday; comfy; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStrawhat2,719,10893,7B9BjYT2FRp9yzea9,2A8D
straw hat,,,Blue,No,490,122,51,Beige,Blue,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Active,everyday; comfy; vacation,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStrawhat1,719,10892,s5eSXgfpd3SWJ7686,2A8C
straw hat,,,Brown,No,490,122,51,Beige,Brown,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Active,everyday; comfy; vacation,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStrawhat0,719,5398,2kw2eqi5XFSgHjngX,1516
straw umbrella hat,,,,Yes,NFS,200,103,Beige,Beige,1x1,,,Crafting,,,,All Year,All Year,,Free,Free,Cool,Cool,fairy tale; outdoorsy,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatSandogasa0,953,7254,cz6T8vemWpFgE489x,1C56
strawberry hat,,,,No,700,175,51,Pink,Green,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Winter,,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStrawberry,639,5277,R8fyQu6e76ZM7bMhp,149D
student cap,,,Black,No,1040,260,51,Black,Black,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,All Year,Free,Free,Simple,Simple,everyday; formal,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent0,1044,8613,LKXDnCJeGKiLRBdTW,21A5
student cap,,,White,No,1040,260,51,White,White,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,everyday; formal,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent3,1044,11823,zuDE5ZkoDRkcLg7Ws,2E2F
student cap,,,Gray,No,1040,260,51,Gray,Gray,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,everyday; formal,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent5,1044,11825,FqCPfJocwnAnQ2pHr,2E31
student cap,,,Berry red,No,1040,260,51,Red,Red,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,everyday; formal,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent1,1044,11821,pLQ7pK4M4tLsiFaMm,2E2D
student cap,,,Green,No,1040,260,51,Green,Green,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,everyday; formal,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent2,1044,11822,6oevkR2qmiTfB24rJ,2E2E
student cap,,,Blue,No,1040,260,51,Blue,Blue,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,everyday; formal,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent6,1044,11826,3uDtRSCPpTDawSyDZ,2E32
student cap,,,Purple,No,1040,260,51,Purple,Purple,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,everyday; formal,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent4,1044,11824,7TGkAfjWKwaMSPsq6,2E30
sunflower crown,,,,No,1560,390,201,Yellow,Green,1x1,,,Nook Shopping Seasonal,,Summer Solstice,Yes,All Year,All Year,,Free,Free,Active,Cute,fairy tale; party; vacation,1,HeadCap,Yes,Seasonal,1.2.0,Yes,CapHatSummer0,1222,12577,joCTjPoPgEfNraHSH,3121
sushi chef hat,,,White,No,880,220,51,White,White,1x1,790.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatItamae0,644,5281,DKpSqDbfvc7Ac3NWb,14A1
sushi chef hat,,,Dark blue,No,880,220,51,Blue,Blue,1x1,790.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatItamae1,644,11814,jSxawiyrbehb75eyJ,2E26
swimming cap,,,White,No,560,140,51,White,White,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; sporty; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim3,646,10755,uAS3Zs4ySQ4pyH6RT,2A03
swimming cap,,,Black,No,560,140,51,Black,Black,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; sporty; vacation,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim4,646,10756,rr8CrNSDXd97hv7nG,2A04
swimming cap,,,Red,No,560,140,51,Red,Red,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; sporty; vacation,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim2,646,10754,KQRwKkZbrS9Hp3Pqn,2A02
swimming cap,,,Pink,No,560,140,51,Pink,Pink,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; sporty; vacation,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim6,646,10758,TwmdLhEJvcAMW5uQd,2A06
swimming cap,,,Yellow,No,560,140,51,Yellow,Yellow,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; sporty; vacation,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim0,646,5283,4S6oMqjYboJTkYDYa,14A3
swimming cap,,,Green,No,560,140,51,Green,Green,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; sporty; vacation,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim7,646,10759,udqqHrSyThDu74dYm,2A07
swimming cap,,,Light blue,No,560,140,51,Aqua,Aqua,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; sporty; vacation,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim1,646,10753,J8ptRi3hr9cA7ygw5,2A01
swimming cap,,,Blue,No,560,140,51,Blue,Blue,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; sporty; vacation,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim5,646,10757,ygBbSEHmCiJKFM2qa,2A05
tam-o'-shanter,,,Gray,No,NFS,500,451,Gray,Red,1x1,,,Gulliver,,,,All Year,Winter,,Free,Free,Elegant,Elegant,formal; work,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatScotland1,936,11544,8MbGqyymgLtiQRKoe,2D18
tam-o'-shanter,,,Red,No,NFS,500,451,Red,Green,1x1,,,Gulliver,,,,All Year,Winter,,Free,Free,Elegant,Elegant,formal; work,2,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatScotland0,936,6055,Qq6wLbwHJERy8iPM8,17A7
tam-o'-shanter,,,Green,No,NFS,500,451,Green,Orange,1x1,,,Gulliver,,,,All Year,Winter,,Free,Free,Elegant,Elegant,formal; work,3,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatScotland3,936,11546,3kErrPCAe35tSu5D3,2D1A
tam-o'-shanter,,,Blue,No,NFS,500,451,Blue,Aqua,1x1,,,Gulliver,,,,All Year,Winter,,Free,Free,Elegant,Elegant,formal; work,4,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatScotland2,936,11545,74wMAqC9ZuKBRWFif,2D19
terry-cloth do-rag,,,White,No,490,122,51,White,White,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel0,669,5311,3A87hGGENrpxFjCBM,14BF
terry-cloth do-rag,,,Black,No,490,122,51,Black,Black,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel1,669,10767,QEsetWK6k6rA3KjT7,2A0F
terry-cloth do-rag,,,Berry red,No,490,122,51,Red,Red,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel5,669,10771,Cu6xAyJH8rCoWRJMb,2A13
terry-cloth do-rag,,,Yellow,No,490,122,51,Yellow,Yellow,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel4,669,10770,uSWxzgQqkwXCTMdnz,2A12
terry-cloth do-rag,,,Blue,No,490,122,51,Blue,Blue,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel2,669,10768,kgXFxnTS4aTbADwf8,2A10
terry-cloth do-rag,,,Brown,No,490,122,51,Brown,Brown,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel3,669,10769,TuBbeoKqtgtPZZEGo,2A11
terry-cloth nightcap,,,Pink,No,840,210,51,Pink,White,1x1,760.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Simple,fairy tale; comfy,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap4,665,10929,HGt3DPCTNwisbCW9m,2AB1
terry-cloth nightcap,,,Orange,No,840,210,51,Orange,White,1x1,760.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Simple,fairy tale; comfy,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap3,665,10928,Yzut5GCm5NybgcDdz,2AB0
terry-cloth nightcap,,,Cream,No,840,210,51,Yellow,White,1x1,760.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Simple,fairy tale; comfy,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap5,665,10930,My8DR9fYtQhGtpQXL,2AB2
terry-cloth nightcap,,,Lime,No,840,210,51,Green,White,1x1,760.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Simple,fairy tale; comfy,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap7,665,10932,6BN3G63JNZJ9jDhAL,2AB4
terry-cloth nightcap,,,Green,No,840,210,51,Green,White,1x1,760.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Simple,fairy tale; comfy,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap2,665,10927,2kgwivjrJAf5ypjrF,2AAF
terry-cloth nightcap,,,Light blue,No,840,210,51,Aqua,White,1x1,760.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Simple,fairy tale; comfy,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap0,665,5304,t4LGnGcdMvkBRWkTk,14B8
terry-cloth nightcap,,,Blue,No,840,210,51,Blue,White,1x1,760.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Simple,fairy tale; comfy,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap1,665,10926,vrvm6dSuy6M92diiv,2AAE
terry-cloth nightcap,,,Purple,No,840,210,51,Purple,White,1x1,760.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Simple,fairy tale; comfy,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap6,665,10931,QWqrKbreY36KWShd5,2AB3
tiara,,,Silver,No,4300,1075,51,Gray,Blue,1x1,3900.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Womanly,Elegant,Gorgeous,fairy tale; formal; party; theatrical,1,HeadHairOrnament_Top,Yes,For sale,1.0.0,Yes,CapOrnamentCTiara0,961,7412,wPnrbYEAzgiH4MBCr,1CF4
tiara,,,Rose gold,No,4300,1075,51,Pink,Pink,1x1,3900.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Womanly,Elegant,Gorgeous,fairy tale; formal; party; theatrical,2,HeadHairOrnament_Top,Yes,For sale,1.0.0,Yes,CapOrnamentCTiara1,961,9751,Dbzikn9yDDyrjfzhv,2617
tiara,,,Gold,No,4300,1075,51,Yellow,Green,1x1,3900.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Womanly,Elegant,Gorgeous,fairy tale; formal; party; theatrical,3,HeadHairOrnament_Top,Yes,For sale,1.0.0,Yes,CapOrnamentCTiara2,961,9752,KQMQb3f7wmZFduaPQ,2618
tiara hair,,,Silver,No,2940,735,51,Gray,Colorful,1x1,2600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,1,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigPrincess0,1008,6092,dhMP2ThwJYzisAXRH,17CC
tiara hair,,,Rose gold,No,2940,735,51,Pink,Colorful,1x1,2600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,2,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigPrincess2,1008,9750,fsD6pcbWiDmdnF9Qr,2616
tiara hair,,,Gold,No,2940,735,51,Yellow,Colorful,1x1,2600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,3,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigPrincess1,1008,9749,EdQfDQxeZYBGryJop,2615
tiny party cap,,,Orange,No,560,140,51,Orange,Green,1x1,500.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,party; theatrical,1,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty0,1422,14503,bgHFEwYTeuoibmbRq,38A7
tiny party cap,,,Light blue,No,560,140,51,Aqua,Red,1x1,500.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,party; theatrical,2,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty1,1422,14677,rQX4baCeWWGfpJwNv,3955
tiny party cap,,,Yellow,No,560,140,51,Yellow,Aqua,1x1,500.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,party; theatrical,3,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty2,1422,14678,2urn848XhGyLAoM6R,3956
tiny party cap,,,Green,No,560,140,51,Green,Purple,1x1,500.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,party; theatrical,4,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty3,1422,14679,EYKxAnkssTxmfEZWF,3957
tiny party cap,,,Purple,No,560,140,51,Purple,Orange,1x1,500.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,party; theatrical,5,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty4,1422,14680,46NDBGv3vB4HbJ37Z,3958
tiny party cap,,,Red,No,560,140,51,Red,Yellow,1x1,500.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,party; theatrical,6,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty5,1422,14681,G2zJKysWMrXCHxE6g,3959
top hat,,,White,No,2100,525,51,White,Blue,1x1,1900.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Cool,formal; party; theatrical; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat1,580,11033,NfzKSM4CXGwoitHMy,2B19
top hat,,,Black,No,2100,525,51,Black,Red,1x1,1900.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Cool,formal; party; theatrical; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat0,580,5129,YvQcqHBTgjgyuCG3W,1409
top hat,,,Red,No,2100,525,51,Red,Black,1x1,1900.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Cool,formal; party; theatrical; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat4,580,11036,uydvrPNDFed35vTaf,2B1C
top hat,,,Blue,No,2100,525,51,Blue,Black,1x1,1900.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Cool,formal; party; theatrical; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat5,580,11037,AFCuyyQqrQGgLTC9G,2B1D
top hat,,,Purple,No,2100,525,51,Purple,Purple,1x1,1900.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Cool,formal; party; theatrical; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat3,580,11035,Gn2rW4vjXj6vw5Gz6,2B1B
top hat,,,Brown,No,2100,525,51,Brown,Red,1x1,1900.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Cool,formal; party; theatrical; work,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat2,580,11034,My46PzCxXpEDuwAjQ,2B1A
tough helmet,,,Black,No,5880,1470,51,Black,Yellow,1x1,5300.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Gorgeous,fairy tale; goth,1,HeadFullFace,No,For sale,2.0.0,Yes,CapFullfaceBoss0,1451,14763,tFeecm7qnoNjiPtJh,39AB
