Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
tapestry,,Geometric pattern,Variation,,,No,No,No,,,,1000.0,880,220,Red,Aqua,790.0,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,living room,,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_0_0,0_0,704,oP8Ynvx6KWsa7QJkd,02C0,"(0, 0)"
tapestry,,Animal,Variation,,,No,No,No,,,,1000.0,880,220,Green,White,790.0,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,living room,,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_1_0,1_0,704,Az7R4zy8CYeydLk3F,02C0,"(1, 0)"
tapestry,,Floral,Variation,,,No,No,No,,,,1000.0,880,220,Red,Green,790.0,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,living room,,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_2_0,2_0,704,hYyk8eWRwTb8d8mem,02C0,"(2, 0)"
tapestry,,Fairy tale,Variation,,,No,No,No,,,,1000.0,880,220,White,Red,790.0,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,living room,,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_3_0,3_0,704,6dg6HvJQTkSxisZbc,02C0,"(3, 0)"
tapestry,,Bird,Variation,,,No,No,No,,,,1000.0,880,220,White,Brown,790.0,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,living room,,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_4_0,4_0,704,cmNxBeH3P2yp7ha5n,02C0,"(4, 0)"
tapestry,,Snow,Variation,,,No,No,No,,,,1000.0,880,220,Blue,Aqua,790.0,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,living room,,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_5_0,5_0,704,6P9ZoAiqcWY9tgPFA,02C0,"(5, 0)"
throwback wall clock,,Yellow,Color,,,No,No,No,,,,1700.0,4200,1050,Yellow,Red,3800.0,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,,throwback,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBoyClockWall_Remake_0_0,0_0,4756,AiwZ3CvnwHZMsRB4i,1294,"(0, 0)"
throwback wall clock,,Red,Color,,,No,No,No,,,,1700.0,4200,1050,Red,Blue,3800.0,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,,throwback,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBoyClockWall_Remake_1_0,1_0,4756,bQCYRWLLMbh8YHtea,1294,"(1, 0)"
throwback wall clock,,Green,Color,,,No,No,No,,,,1700.0,4200,1050,Green,Yellow,3800.0,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,,throwback,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBoyClockWall_Remake_2_0,2_0,4756,addfsHMh4AkZyDHt3,1294,"(2, 0)"
throwback wall clock,,Blue,Color,,,No,No,No,,,,1700.0,4200,1050,Blue,Green,3800.0,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,,throwback,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBoyClockWall_Remake_3_0,3_0,4756,85RJkcyHQGMSjdsy9,1294,"(3, 0)"
throwback wall clock,,White,Color,,,No,No,No,,,,1700.0,4200,1050,White,Pink,3800.0,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,,throwback,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBoyClockWall_Remake_4_0,4_0,4756,qEpcZ9oBoiAw3EDq7,1294,"(4, 0)"
throwback wall clock,,Gray,Color,,,No,No,No,,,,1700.0,4200,1050,Gray,White,3800.0,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,,throwback,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBoyClockWall_Remake_5_0,5_0,4756,rTnqWQSDiNczT9yD2,1294,"(5, 0)"
throwback wall clock,,Purple,Color,,,No,No,No,,,,1700.0,4200,1050,Purple,Black,3800.0,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,,throwback,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBoyClockWall_Remake_6_0,6_0,4756,dxhqG6r56zdgygyyy,1294,"(6, 0)"
timber doorplate,,Natural wood,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,400,Beige,Pink,,,1x1,Crafting,,,,103,living room,child's room,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentLog_Remake_0_0,0_0,5718,xSTWiQQuQaWSPAWhw,1656,"(0, 0)"
timber doorplate,,Brown,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,400,Brown,Pink,,,1x1,Crafting,,,,103,living room,child's room,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentLog_Remake_1_0,1_0,5718,JHoGXrgM7rvYFqL8s,1656,"(1, 0)"
timber doorplate,,Dark brown,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,400,Brown,Red,,,1x1,Crafting,,,,103,living room,child's room,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentLog_Remake_2_0,2_0,5718,ogAe7ygCJg7vsHw4N,1656,"(2, 0)"
timber doorplate,,Light brown,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,400,Beige,Yellow,,,1x1,Crafting,,,,103,living room,child's room,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentLog_Remake_3_0,3_0,5718,fHy32wAnvSveQ6Mvz,1656,"(3, 0)"
timber doorplate,,Ash brown,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,400,Beige,Red,,,1x1,Crafting,,,,103,living room,child's room,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentLog_Remake_4_0,4_0,5718,is4myc9ejizyvBdXG,1656,"(4, 0)"
timber doorplate,,Black,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,400,Black,White,,,1x1,Crafting,,,,103,living room,child's room,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentLog_Remake_5_0,5_0,5718,JgBMZad8QgY8phvN3,1656,"(5, 0)"
timber doorplate,,Blue,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,400,Blue,Blue,,,1x1,Crafting,,,,103,living room,child's room,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentLog_Remake_6_0,6_0,5718,CLH2rjPPNSPSCFwpL,1656,"(6, 0)"
timber doorplate,,Pink,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,400,Red,Pink,,,1x1,Crafting,,,,103,living room,child's room,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentLog_Remake_7_0,7_0,5718,8kdjvkRri2ZDfPLEK,1656,"(7, 0)"
Toy Day stockings,,,,,,No,No,No,,,,,NFS,500,Red,Green,,,2x1,Jingle,,Toy Day,Yes,351,child's room,fancy,festive,,,Yes,Supplies,No,No lighting,No,Not for sale,1.6.0,Yes,FtrCrsSocksWall,,13248,MCjdZTzJxdLWhKGBd,33C0,
tree branch wreath,,,,,,Yes,No,No,,,,,NFS,100,Brown,Brown,,,1x1,Crafting,,,,103,living room,nature,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathBranch,,4727,MzEzA66kgsfBmR4bx,1277,
tree's bounty mobile,,Brown,Nut color,,,Yes,Yes,No,,3.0,Normal,2400.0,NFS,2030,Brown,Orange,,,1x1.5,Crafting,,acorns and pine cones,Yes,201,fancy,nature,tree's bounty or leaves,,,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrNutMobile_Remake_0_0,0_0,6075,vu6CcKwJn9TrkHWW3,17BB,"(0, 0)"
tree's bounty mobile,,White,Nut color,,,Yes,Yes,No,,3.0,Normal,2400.0,NFS,2030,White,Yellow,,,1x1.5,Crafting,,acorns and pine cones,Yes,201,fancy,nature,tree's bounty or leaves,,,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrNutMobile_Remake_1_0,1_0,6075,WXmHeyjdtmJraCWii,17BB,"(1, 0)"
tulip wreath,,,,,,Yes,No,No,,,,,NFS,720,Red,Yellow,,,1x1,Crafting,,,,103,fancy,nature,flowers,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathTulip,,5670,eotzEuDmC8kRwpXNG,1626,
ventilation fan,,White,Blade color,,,No,No,No,,,,1000.0,1200,300,White,White,1100.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,kitchen,restaurant,,,,Yes,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrExtractorfan_Remake_0_0,0_0,957,uAzwtaK3oXttabv9y,03BD,"(0, 0)"
ventilation fan,,Pink,Blade color,,,No,No,No,,,,1000.0,1200,300,Pink,White,1100.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,kitchen,restaurant,,,,Yes,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrExtractorfan_Remake_1_0,1_0,957,Nw85EvzakQx7H6vBi,03BD,"(1, 0)"
ventilation fan,,Blue,Blade color,,,No,No,No,,,,1000.0,1200,300,Blue,White,1100.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,kitchen,restaurant,,,,Yes,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrExtractorfan_Remake_2_0,2_0,957,FQ5eN33cNYBzyYyq8,03BD,"(2, 0)"
ventilation fan,,Green,Blade color,,,No,No,No,,,,1000.0,1200,300,Green,White,1100.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,kitchen,restaurant,,,,Yes,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrExtractorfan_Remake_3_0,3_0,957,SEBNjom2QignvDcQF,03BD,"(3, 0)"
ventilation fan,,Orange,Blade color,,,No,No,No,,,,1000.0,1200,300,Orange,White,1100.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,kitchen,restaurant,,,,Yes,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrExtractorfan_Remake_4_0,4_0,957,RHXeNvPrCFvHhjcCz,03BD,"(4, 0)"
wall clock,,Silver,Color,,,No,No,No,,,,1000.0,690,172,Gray,White,620.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,office,school,,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrOfficeClock_Remake_0_0,0_0,1744,TQ8MPfBmYSebj3EL3,06D0,"(0, 0)"
wall clock,,White,Color,,,No,No,No,,,,1000.0,690,172,White,White,620.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,office,school,,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrOfficeClock_Remake_1_0,1_0,1744,be77bPev8uwaRmbtj,06D0,"(1, 0)"
wall clock,,Black,Color,,,No,No,No,,,,1000.0,690,172,Black,White,620.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,office,school,,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrOfficeClock_Remake_2_0,2_0,1744,sxj4oJ5G79Cdo4w9y,06D0,"(2, 0)"
wall clock,,Red,Color,,,No,No,No,,,,1000.0,690,172,Red,White,620.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,office,school,,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrOfficeClock_Remake_3_0,3_0,1744,KdYCwCyLeiQJhSCBB,06D0,"(3, 0)"
wall clock,,Blue,Color,,,No,No,No,,,,1000.0,690,172,Blue,White,620.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,office,school,,,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrOfficeClock_Remake_4_0,4_0,1744,GqeBRLqaZwNo8ergj,06D0,"(4, 0)"
wall fan,,Green,Color,,,No,No,No,,,,1000.0,1400,350,Green,Green,1300.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Summer (shopping),No,151,office,school,,,AC,Yes,Air Conditioning,No,No lighting,No,For sale,1.0.0,Yes,FtrFanRetroWall_Remake_0_0,0_0,3431,hdxNaRA8eGDTMLqjo,0D67,"(0, 0)"
wall fan,,Blue,Color,,,No,No,No,,,,1000.0,1400,350,Aqua,White,1300.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Summer (shopping),No,151,office,school,,,AC,Yes,Air Conditioning,No,No lighting,No,For sale,1.0.0,Yes,FtrFanRetroWall_Remake_1_0,1_0,3431,T7Tyu4iDj5F8oov6B,0D67,"(1, 0)"
wall fan,,Red,Color,,,No,No,No,,,,1000.0,1400,350,Red,Red,1300.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Summer (shopping),No,151,office,school,,,AC,Yes,Air Conditioning,No,No lighting,No,For sale,1.0.0,Yes,FtrFanRetroWall_Remake_2_0,2_0,3431,3Ap6EN9eNubJ6k7W8,0D67,"(2, 0)"
wall fan,,Yellow,Color,,,No,No,No,,,,1000.0,1400,350,Yellow,Yellow,1300.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Summer (shopping),No,151,office,school,,,AC,Yes,Air Conditioning,No,No lighting,No,For sale,1.0.0,Yes,FtrFanRetroWall_Remake_3_0,3_0,3431,qEBPhPKMCaG68bEkr,0D67,"(3, 0)"
wall fan,,White,Color,,,No,No,No,,,,1000.0,1400,350,White,White,1300.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Summer (shopping),No,151,office,school,,,AC,Yes,Air Conditioning,No,No lighting,No,For sale,1.0.0,Yes,FtrFanRetroWall_Remake_4_0,4_0,3431,6R9tXNSiaqiK2DScx,0D67,"(4, 0)"
wall fan,,Black,Color,,,No,No,No,,,,1000.0,1400,350,Black,Brown,1300.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Summer (shopping),No,151,office,school,,,AC,Yes,Air Conditioning,No,No lighting,No,For sale,1.0.0,Yes,FtrFanRetroWall_Remake_5_0,5_0,3431,TJB4W8FcWSNvwd7YN,0D67,"(5, 0)"
wall fan,,Silver,Color,,,No,No,No,,,,1000.0,1400,350,Gray,Gray,1300.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Summer (shopping),No,151,office,school,,,AC,Yes,Air Conditioning,No,No lighting,No,For sale,1.0.0,Yes,FtrFanRetroWall_Remake_6_0,6_0,3431,F28hAbHh3u9G7iSj2,0D67,"(6, 0)"
wall fan,,Brown,Color,,,No,No,No,,,,1000.0,1400,350,Brown,Brown,1300.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Summer (shopping),No,151,office,school,,,AC,Yes,Air Conditioning,No,No lighting,No,For sale,1.0.0,Yes,FtrFanRetroWall_Remake_7_0,7_0,3431,nPCDhRRbHGTkqJjz9,0D67,"(7, 0)"
wall planter,,Light brown,Frame,,,No,No,No,,,,1000.0,1300,325,Green,Beige,1200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,café,,,Plant,No,Plants,No,No lighting,No,For sale,2.0.0,Yes,FtrPlantWall_Remake_0_0,0_0,14053,fyPoY9qqttwNoZDyT,36E5,"(0, 0)"
wall planter,,White,Frame,,,No,No,No,,,,1000.0,1300,325,Green,White,1200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,café,,,Plant,No,Plants,No,No lighting,No,For sale,2.0.0,Yes,FtrPlantWall_Remake_1_0,1_0,14053,CMqtkM8mYkZjeZPFi,36E5,"(1, 0)"
wall planter,,Black,Frame,,,No,No,No,,,,1000.0,1300,325,Green,Black,1200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,café,,,Plant,No,Plants,No,No lighting,No,For sale,2.0.0,Yes,FtrPlantWall_Remake_2_0,2_0,14053,L3tpEzo2mK7fE9ERu,36E5,"(2, 0)"
wall planter,,Gray,Frame,,,No,No,No,,,,1000.0,1300,325,Green,Gray,1200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,café,,,Plant,No,Plants,No,No lighting,No,For sale,2.0.0,Yes,FtrPlantWall_Remake_3_0,3_0,14053,i8JhYCYAuKBPTqNfa,36E5,"(3, 0)"
wall planter,,Red,Frame,,,No,No,No,,,,1000.0,1300,325,Green,Red,1200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,café,,,Plant,No,Plants,No,No lighting,No,For sale,2.0.0,Yes,FtrPlantWall_Remake_4_0,4_0,14053,eMcx9DB7gLgcMto2p,36E5,"(4, 0)"
wall planter,,Yellow,Frame,,,No,No,No,,,,1000.0,1300,325,Green,Yellow,1200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,café,,,Plant,No,Plants,No,No lighting,No,For sale,2.0.0,Yes,FtrPlantWall_Remake_5_0,5_0,14053,fyk2FgLMojicTLY9B,36E5,"(5, 0)"
wall planter,,Light blue,Frame,,,No,No,No,,,,1000.0,1300,325,Green,Aqua,1200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,café,,,Plant,No,Plants,No,No lighting,No,For sale,2.0.0,Yes,FtrPlantWall_Remake_6_0,6_0,14053,nkMrmpF25En3KouMB,36E5,"(6, 0)"
wall planter,,Dark brown,Frame,,,No,No,No,,,,1000.0,1300,325,Green,Brown,1200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,café,,,Plant,No,Plants,No,No lighting,No,For sale,2.0.0,Yes,FtrPlantWall_Remake_7_0,7_0,14053,3siYxL8B7wPoGuHbQ,36E5,"(7, 0)"
wall shelf with bottles,,Natural wood,Color,,,No,No,No,,,,1000.0,2500,625,Brown,Colorful,2200.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,café,shop,,,,No,Shelf,No,No lighting,No,For sale,2.0.0,Yes,FtrDrinkShelfWall_Remake_0_0,0_0,12780,MncMdbs8RfYpXRT9N,31EC,"(0, 0)"
wall shelf with bottles,,Silver,Color,,,No,No,No,,,,1000.0,2500,625,Gray,Colorful,2200.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,café,shop,,,,No,Shelf,No,No lighting,No,For sale,2.0.0,Yes,FtrDrinkShelfWall_Remake_1_0,1_0,12780,2StwFvbAprEB2RHrZ,31EC,"(1, 0)"
wall shelf with bottles,,Yellow,Color,,,No,No,No,,,,1000.0,2500,625,Yellow,Colorful,2200.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,café,shop,,,,No,Shelf,No,No lighting,No,For sale,2.0.0,Yes,FtrDrinkShelfWall_Remake_2_0,2_0,12780,ToC9sWAgQjd4LpZAe,31EC,"(2, 0)"
wall shelf with bottles,,Vintage wood,Color,,,No,No,No,,,,1000.0,2500,625,Gray,Aqua,2200.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,café,shop,,,,No,Shelf,No,No lighting,No,For sale,2.0.0,Yes,FtrDrinkShelfWall_Remake_3_0,3_0,12780,6Gd28u4gNY96gBmuH,31EC,"(3, 0)"
wall-mounted bookshelf,,Natural,Color,Food,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Yellow,Orange,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_0_0,0_0,769,AzbmFefMCFBMfu8ZR,0301,"(0, 0)"
wall-mounted bookshelf,,Natural,Color,Field guide,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Yellow,Yellow,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_0_1,0_1,769,g6ZzomAP89g3ponDY,0301,"(0, 32)"
wall-mounted bookshelf,,Natural,Color,Music,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Yellow,Green,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_0_2,0_2,769,nGFvQWR46JMuwABjW,0301,"(0, 64)"
wall-mounted bookshelf,,Natural,Color,Resort,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Yellow,Green,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_0_3,0_3,769,guCpHSzwApdgJAc3H,0301,"(0, 96)"
wall-mounted bookshelf,,Natural,Color,Sports,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Yellow,Blue,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_0_4,0_4,769,8b7KfAmdz8QFpcNzQ,0301,"(0, 128)"
wall-mounted bookshelf,,Natural,Color,Children's magazine,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Yellow,Pink,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_0_5,0_5,769,mD7rPZapNsEjQ3T6i,0301,"(0, 160)"
wall-mounted bookshelf,,Natural,Color,Cars,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Yellow,Red,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_0_6,0_6,769,Sm42SQFktsKfzM8LA,0301,"(0, 192)"
wall-mounted bookshelf,,Natural,Color,Travel,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Yellow,White,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_0_7,0_7,769,LkR62krQ8tSR4sy6A,0301,"(0, 224)"
wall-mounted bookshelf,,Brown,Color,Food,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Orange,Orange,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_1_0,1_0,769,sayfmF9rWvYruWuLe,0301,"(1, 0)"
wall-mounted bookshelf,,Brown,Color,Field guide,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Orange,Yellow,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_1_1,1_1,769,zkyFzDhJsr33oQv5K,0301,"(1, 32)"
wall-mounted bookshelf,,Brown,Color,Music,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Orange,Green,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_1_2,1_2,769,DJxPayytrcdnRQgtT,0301,"(1, 64)"
wall-mounted bookshelf,,Brown,Color,Resort,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Orange,Green,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_1_3,1_3,769,mcepMdDpubLRSC8AZ,0301,"(1, 96)"
wall-mounted bookshelf,,Brown,Color,Sports,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Orange,Blue,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_1_4,1_4,769,Wg74qKtabvTcqEBvC,0301,"(1, 128)"
wall-mounted bookshelf,,Brown,Color,Children's magazine,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Orange,Pink,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_1_5,1_5,769,3YBcfKdgBQkm4wjAx,0301,"(1, 160)"
wall-mounted bookshelf,,Brown,Color,Cars,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Orange,Red,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_1_6,1_6,769,EhDzLuQPywn9sdBPk,0301,"(1, 192)"
wall-mounted bookshelf,,Brown,Color,Travel,Feature,No,No,Yes,Default; Custom,4.0,Normal,3100.0,NFS,2500,Orange,White,100.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,201,child's room,den,,,,No,Shelf,No,No lighting,No,Not for sale,3.0.0,Yes,FtrBookshelfWall_Remake_1_7,1_7,769,6pwyMtjCPkv97B36w,0301,"(1, 224)"
