Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Stack Size,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Food Power,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
tablet device,,Green,Color,Home menu,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Green,Blue,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_5_0,5_0,13209,4pyuqnQEZpXTyiutS,3399,"(5, 0)"
tablet device,,Green,Color,Online meeting,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Green,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_5_1,5_1,13209,8EmKhvj7qHKWCjSnm,3399,"(5, 32)"
tablet device,,Green,Color,Digital book,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Green,White,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_5_2,5_2,13209,mTWffKgue97kaicxW,3399,"(5, 64)"
tablet device,,Green,Color,Videos,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Green,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_5_3,5_3,13209,Fsh8kciPmwzMjSdsD,3399,"(5, 96)"
tablet device,,Green,Color,Graph data,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Green,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_5_4,5_4,13209,3uoMQ64GkqDH6wMka,3399,"(5, 128)"
tablet device,,Green,Color,Kids app,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Green,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_5_5,5_5,13209,g86pfifNFJK5iYgdm,3399,"(5, 160)"
tablet device,,Green,Color,Illustration software,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Green,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_5_6,5_6,13209,5DxiR6SuoagaJ9vaJ,3399,"(5, 192)"
tablet device,,Green,Color,Digital comics,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Green,Gray,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_5_7,5_7,13209,bqyMvbpHvibpvwq2C,3399,"(5, 224)"
tablet device,,Blue,Color,Home menu,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Aqua,Blue,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_6_0,6_0,13209,WborJgnMyqa8SR46P,3399,"(6, 0)"
tablet device,,Blue,Color,Online meeting,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Aqua,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_6_1,6_1,13209,GNMAcpkzZBCRjDZKu,3399,"(6, 32)"
tablet device,,Blue,Color,Digital book,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Aqua,White,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_6_2,6_2,13209,isGP5sMKqFMBXAFCy,3399,"(6, 64)"
tablet device,,Blue,Color,Videos,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Aqua,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_6_3,6_3,13209,uum3ie6329GWhMbTP,3399,"(6, 96)"
tablet device,,Blue,Color,Graph data,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Aqua,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_6_4,6_4,13209,rPj3KkCSKRYedSEGq,3399,"(6, 128)"
tablet device,,Blue,Color,Kids app,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Aqua,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_6_5,6_5,13209,5a8gZzRp6ntEsFuQW,3399,"(6, 160)"
tablet device,,Blue,Color,Illustration software,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Aqua,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_6_6,6_6,13209,NJpQkJbScaSnPij8J,3399,"(6, 192)"
tablet device,,Blue,Color,Digital comics,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Aqua,Gray,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_6_7,6_7,13209,PfFX7A26BypsMYryu,3399,"(6, 224)"
tablet device,,Pink,Color,Home menu,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Pink,Blue,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_7_0,7_0,13209,EwyRc2macoGz7mvbW,3399,"(7, 0)"
tablet device,,Pink,Color,Online meeting,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Pink,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_7_1,7_1,13209,G3RQLGoM8H3geaqPD,3399,"(7, 32)"
tablet device,,Pink,Color,Digital book,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Pink,White,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_7_2,7_2,13209,85abnevSzA5YQLuzv,3399,"(7, 64)"
tablet device,,Pink,Color,Videos,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Pink,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_7_3,7_3,13209,zskeWKYvvGhCccRnN,3399,"(7, 96)"
tablet device,,Pink,Color,Graph data,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Pink,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_7_4,7_4,13209,8bboyJwAbF8SbQQKr,3399,"(7, 128)"
tablet device,,Pink,Color,Kids app,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Pink,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_7_5,7_5,13209,aTesp2HjtN62QgjSv,3399,"(7, 160)"
tablet device,,Pink,Color,Illustration software,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Pink,Colorful,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_7_6,7_6,13209,WTzbkNLxfcXb9CuEb,3399,"(7, 192)"
tablet device,,Pink,Color,Digital comics,Screen,No,No,Yes,Default; Custom; Sable,1,4.0,Normal,3100.0,12000,3000,Pink,Gray,1x1,No,10800.0,Poki,Nook's Cranny; HHP Office,,,,103,office,den,,,,Yes,TV,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrTablet_Remake_7_7,7_7,13209,vPMsfdKL4yNe9w3gD,3399,"(7, 224)"
tabletop festive tree,,Colorful,Color,,,Yes,Yes,No,,1,2.0,Normal,1700.0,NFS,930,Green,Colorful,1x1,No,,,Crafting,,ornaments,Yes,201,party,fancy,festive,,,Yes,Seasonal Decor,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrTreeXmasMini_Remake_0_0,0_0,4067,j8yMbP4tKRimoBWhn,0FE3,"(0, 0)"
tabletop festive tree,,Blue,Color,,,Yes,Yes,No,,1,2.0,Normal,1700.0,NFS,930,Green,Blue,1x1,No,,,Crafting,,ornaments,Yes,201,party,fancy,festive,,,Yes,Seasonal Decor,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrTreeXmasMini_Remake_1_0,1_0,4067,5zL3LTpdFAeGG67oi,0FE3,"(1, 0)"
tabletop festive tree,,Red,Color,,,Yes,Yes,No,,1,2.0,Normal,1700.0,NFS,930,Green,Red,1x1,No,,,Crafting,,ornaments,Yes,201,party,fancy,festive,,,Yes,Seasonal Decor,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrTreeXmasMini_Remake_2_0,2_0,4067,WqzRcFfGyPS2f2txF,0FE3,"(2, 0)"
tabletop festive tree,,Pink,Color,,,Yes,Yes,No,,1,2.0,Normal,1700.0,NFS,930,Pink,White,1x1,No,,,Crafting,,ornaments,Yes,201,party,fancy,festive,,,Yes,Seasonal Decor,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrTreeXmasMini_Remake_3_0,3_0,4067,hmSEdc2wWHqsSkPP5,0FE3,"(3, 0)"
tabletop festive tree,,Gold,Color,,,Yes,Yes,No,,1,2.0,Normal,1700.0,NFS,930,Green,Yellow,1x1,No,,,Crafting,,ornaments,Yes,201,party,fancy,festive,,,Yes,Seasonal Decor,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrTreeXmasMini_Remake_4_0,4_0,4067,GcSdSpGFK26F2ZjJg,0FE3,"(4, 0)"
tabletop festive tree,,White,Color,,,Yes,Yes,No,,1,2.0,Normal,1700.0,NFS,930,White,Yellow,1x1,No,,,Crafting,,ornaments,Yes,201,party,fancy,festive,,,Yes,Seasonal Decor,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrTreeXmasMini_Remake_5_0,5_0,4067,fFiFwpQ8CZ96Gsokh,0FE3,"(5, 0)"
tabletop POP display,,,,FREE,POP design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,500,125,Gray,Red,1x1,No,450.0,Poki,Nook's Cranny; HHP Office,,,,103,apparel shop,shop,,,,No,Shop,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTabletoppop_Remake_0_0,0_0,12879,k6wpkvxoz68xSytpL,324F,"(0, 0)"
tabletop POP display,,,,50% Off,POP design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,500,125,Gray,Black,1x1,No,450.0,Poki,Nook's Cranny; HHP Office,,,,103,apparel shop,shop,,,,No,Shop,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTabletoppop_Remake_0_1,0_1,12879,NdfW7tXzCH5JhNmhy,324F,"(0, 32)"
tabletop POP display,,,,Starburst,POP design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,500,125,Gray,Yellow,1x1,No,450.0,Poki,Nook's Cranny; HHP Office,,,,103,apparel shop,shop,,,,No,Shop,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTabletoppop_Remake_0_2,0_2,12879,xajRniKHwGyzQhRhM,324F,"(0, 64)"
tabletop POP display,,,,Finger,POP design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,500,125,Gray,Red,1x1,No,450.0,Poki,Nook's Cranny; HHP Office,,,,103,apparel shop,shop,,,,No,Shop,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTabletoppop_Remake_0_3,0_3,12879,kgB8uitTWPDXdaKBL,324F,"(0, 96)"
tabletop POP display,,,,Cloud,POP design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,500,125,Gray,White,1x1,No,450.0,Poki,Nook's Cranny; HHP Office,,,,103,apparel shop,shop,,,,No,Shop,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTabletoppop_Remake_0_4,0_4,12879,ond8utgzzEKAuSjfo,324F,"(0, 128)"
tabletop POP display,,,,Round,POP design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,500,125,Gray,Green,1x1,No,450.0,Poki,Nook's Cranny; HHP Office,,,,103,apparel shop,shop,,,,No,Shop,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTabletoppop_Remake_0_5,0_5,12879,Yd6YjZSm9WSXBGBF2,324F,"(0, 160)"
tabletop POP display,,,,Star,POP design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,500,125,Gray,Yellow,1x1,No,450.0,Poki,Nook's Cranny; HHP Office,,,,103,apparel shop,shop,,,,No,Shop,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTabletoppop_Remake_0_6,0_6,12879,rNZhp4tFAj4Xm7aHb,324F,"(0, 192)"
tabletop POP display,,,,Heart,POP design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,500,125,Gray,Pink,1x1,No,450.0,Poki,Nook's Cranny; HHP Office,,,,103,apparel shop,shop,,,,No,Shop,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTabletoppop_Remake_0_7,0_7,12879,EnQa93tseFu8n8Pq3,324F,"(0, 224)"
tabletop record player,,Silver,Color,,,No,No,No,,1,,,1000.0,1800,450,Gray,Black,1x1,No,1600.0,Poki,Nook's Cranny; HHP Office,,,,103,concert,party,,,,Musical Instrument,Audio,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTurntable_Remake_0_0,0_0,13478,RxbttFAR2Y74yfMGE,34A6,"(0, 0)"
tabletop record player,,Black,Color,,,No,No,No,,1,,,1000.0,1800,450,Black,Black,1x1,No,1600.0,Poki,Nook's Cranny; HHP Office,,,,103,concert,party,,,,Musical Instrument,Audio,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTurntable_Remake_1_0,1_0,13478,SHrT7FfSxQqXTX7NE,34A6,"(1, 0)"
tabletop record player,,White,Color,,,No,No,No,,1,,,1000.0,1800,450,White,Black,1x1,No,1600.0,Poki,Nook's Cranny; HHP Office,,,,103,concert,party,,,,Musical Instrument,Audio,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTurntable_Remake_2_0,2_0,13478,9gQ3e59iKgb8vveRa,34A6,"(2, 0)"
tabletop record player,,Red,Color,,,No,No,No,,1,,,1000.0,1800,450,Red,Black,1x1,No,1600.0,Poki,Nook's Cranny; HHP Office,,,,103,concert,party,,,,Musical Instrument,Audio,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTurntable_Remake_3_0,3_0,13478,6j3W5WGsWfWYCzpDx,34A6,"(3, 0)"
tabletop record player,,Blue,Color,,,No,No,No,,1,,,1000.0,1800,450,Blue,Black,1x1,No,1600.0,Poki,Nook's Cranny; HHP Office,,,,103,concert,party,,,,Musical Instrument,Audio,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTurntable_Remake_4_0,4_0,13478,ewRmLumEySwPBgPNo,34A6,"(4, 0)"
tabletop record player,,Yellow,Color,,,No,No,No,,1,,,1000.0,1800,450,Yellow,Black,1x1,No,1600.0,Poki,Nook's Cranny; HHP Office,,,,103,concert,party,,,,Musical Instrument,Audio,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTurntable_Remake_5_0,5_0,13478,SsRKFvFqnFi9DYTJQ,34A6,"(5, 0)"
tabletop record player,,Pink,Color,,,No,No,No,,1,,,1000.0,1800,450,Pink,Black,1x1,No,1600.0,Poki,Nook's Cranny; HHP Office,,,,103,concert,party,,,,Musical Instrument,Audio,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTurntable_Remake_6_0,6_0,13478,cqMvyvTfeTfdytdqy,34A6,"(6, 0)"
tabletop record player,,Brown,Color,,,No,No,No,,1,,,1000.0,1800,450,Brown,Black,1x1,No,1600.0,Poki,Nook's Cranny; HHP Office,,,,103,concert,party,,,,Musical Instrument,Audio,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrTurntable_Remake_7_0,7_0,13478,BybtxAFuW3egTuyHg,34A6,"(7, 0)"
tadpole model,,,,,,No,No,No,,1,,,,NFS,300,Black,Black,1x1,No,,,C.J.,Trade 3 fish to receive a model in the mail the next day,,,251,,,,,,No,Fish,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrFishOtamajakusiToy,,7001,7uu2G4TcDGesvmWLA,1B59,
tangled cords,,Black & white,Color,,,No,No,No,,1,,,1000.0,NFS,10,Black,Gray,1x1,No,,,Recycle box,,,,153,office,horror,,,,No,Audio,No,Does not play music,No lighting,,Not for sale,2.0.0,Yes,FtrMessyCord_Remake_0_0,0_0,14523,9FGhobYKMX97e4Zzd,38BB,"(0, 0)"
tangled cords,,Red & black,Color,,,No,No,No,,1,,,1000.0,NFS,10,Gray,Red,1x1,No,,,Recycle box,,,,153,office,horror,,,,No,Audio,No,Does not play music,No lighting,,Not for sale,2.0.0,Yes,FtrMessyCord_Remake_1_0,1_0,14523,h96dZnj8ZBTX4hgXb,38BB,"(1, 0)"
tangled cords,,Blue & red,Color,,,No,No,No,,1,,,1000.0,NFS,10,Blue,Red,1x1,No,,,Recycle box,,,,153,office,horror,,,,No,Audio,No,Does not play music,No lighting,,Not for sale,2.0.0,Yes,FtrMessyCord_Remake_2_0,2_0,14523,4wFB9fbZWwoPS3rjr,38BB,"(2, 0)"
tangled cords,,Colorful,Color,,,No,No,No,,1,,,1000.0,NFS,10,Purple,Colorful,1x1,No,,,Recycle box,,,,153,office,horror,,,,No,Audio,No,Does not play music,No lighting,,Not for sale,2.0.0,Yes,FtrMessyCord_Remake_3_0,3_0,14523,an9rfYpJTja5FYAwa,38BB,"(3, 0)"
tangyuan,,,,,,No,No,No,,1,,,,1000,250,White,Blue,1x1,No,,,Nook Shopping Seasonal,,Winter Solstice,Yes,201,harmonious,,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Seasonal,2.0.0,Yes,FtrTangyuan,,14555,xDZX2C4mXZxHNYWAg,38DB,
tantanmen,,,,,,No,No,No,,1,,,,800,200,Red,Aqua,1x1,No,720.0,Poki,Nook's Cranny; HHP Office,,,,151,harmonious,restaurant,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,For sale,2.0.0,Yes,FtrRamenTandan,,12791,nN7PkyveeDaj9t3nf,31F7,
tape deck,,Silver,Color,,,No,No,No,,1,,,1000.0,2900,725,Gray,Blue,1x1,No,2600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,living room,retro,,,Audio,Music Player,Audio,Yes,Cheap,No lighting,,For sale,1.0.0,Yes,FtrRadicase_Remake_0_0,0_0,787,3dgrkt54mZBMQ3aJR,0313,"(0, 0)"
tape deck,,Orange,Color,,,No,No,No,,1,,,1000.0,2900,725,Orange,Black,1x1,No,2600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,living room,retro,,,Audio,Music Player,Audio,Yes,Cheap,No lighting,,For sale,1.0.0,Yes,FtrRadicase_Remake_1_0,1_0,787,9WA4yz5pYGGeegm3o,0313,"(1, 0)"
tape deck,,White,Color,,,No,No,No,,1,,,1000.0,2900,725,White,Black,1x1,No,2600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,living room,retro,,,Audio,Music Player,Audio,Yes,Cheap,No lighting,,For sale,1.0.0,Yes,FtrRadicase_Remake_2_0,2_0,787,KdsYDoymNrxkRDQG8,0313,"(2, 0)"
tape deck,,Black,Color,,,No,No,No,,1,,,1000.0,2900,725,Black,Gray,1x1,No,2600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,living room,retro,,,Audio,Music Player,Audio,Yes,Cheap,No lighting,,For sale,1.0.0,Yes,FtrRadicase_Remake_3_0,3_0,787,u4kDKbGXnn3nuCw26,0313,"(3, 0)"
tarantula model,,,,,,No,No,No,,1,,,,NFS,24000,Brown,Brown,1x1,No,,,Flick,Trade 3 insects to receive a model in the mail the next day,,,251,,,,,,No,Insect,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrInsectTaranchuraToy,,7101,KSonTvw3ktCrR2248,1BBD,
tea set,,Green,China color,Yellow,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Green,Yellow,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_0_0,0_0,3467,miXthXFsm2fcJbq8o,0D8B,"(0, 0)"
tea set,,Green,China color,Blue,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Green,Blue,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_0_1,0_1,3467,Y8nG3ZwcEBkuLJpgq,0D8B,"(0, 32)"
tea set,,Green,China color,Red,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Green,Red,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_0_2,0_2,3467,6garMuunngb7BWTrp,0D8B,"(0, 64)"
tea set,,Green,China color,Gray,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Green,Gray,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_0_3,0_3,3467,h7yWXbB3PLoEFWGaj,0D8B,"(0, 96)"
tea set,,Blue,China color,Yellow,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Blue,Yellow,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_1_0,1_0,3467,ARj6nQ5yaW6d8EXqe,0D8B,"(1, 0)"
tea set,,Blue,China color,Blue,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Blue,Blue,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_1_1,1_1,3467,yXwyjD2xJ43oYymrC,0D8B,"(1, 32)"
tea set,,Blue,China color,Red,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Blue,Red,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_1_2,1_2,3467,hMXe3ioG8MDe5giSG,0D8B,"(1, 64)"
tea set,,Blue,China color,Gray,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Blue,Gray,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_1_3,1_3,3467,GHGXn3KzLqRSeEx5g,0D8B,"(1, 96)"
tea set,,Red,China color,Yellow,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Red,Yellow,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_2_0,2_0,3467,Z3KBqGiM9bmg6QipC,0D8B,"(2, 0)"
tea set,,Red,China color,Blue,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Red,Blue,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_2_1,2_1,3467,ukLHGoeSnPjb7ZYL2,0D8B,"(2, 32)"
tea set,,Red,China color,Red,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Red,Red,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_2_2,2_2,3467,LEPqcd2HydF92EiiZ,0D8B,"(2, 64)"
tea set,,Red,China color,Gray,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Red,Gray,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_2_3,2_3,3467,swgQQjC6gBLTbsXi9,0D8B,"(2, 96)"
