Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
Renaissance dress,,,Pink,No,6000,1500.0,51,Pink,Beige,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,2,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLRenaissance4,740,8172,coHRCezCfqS8vBBYz,1FEC
Renaissance dress,,,Green,No,6000,1500.0,51,Green,Beige,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,3,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLRenaissance1,740,8169,Rt2kxNGc5R3suHr2X,1FE9
Renaissance dress,,,Navy blue,No,6000,1500.0,51,Blue,Gray,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,4,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLRenaissance3,740,8171,FHANGJmmFZzTwm2Z8,1FEB
Renaissance dress,,,Blue,No,6000,1500.0,51,Blue,Beige,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,5,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLRenaissance2,740,8170,gM8HB2EALZA7kykeF,1FEA
Renaissance dress,,,Purple,No,6000,1500.0,51,Purple,Beige,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,6,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLRenaissance5,740,8173,vpZpzbDZhRAsf9ML8,1FED
retro A-line dress,,,Light blue,No,2550,637.0,51,White,Aqua,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Cute,Active,party,1,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLRetro2,437,7909,CJrEdWo3g8GNExBLC,1EE5
retro A-line dress,,,Black,No,2550,637.0,51,Red,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Cute,Active,party,2,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLRetro4,437,7911,oJ3M7xpzmYmybSv7D,1EE7
retro A-line dress,,,Pink,No,2550,637.0,51,Orange,Pink,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,All Year,Womanly,Womanly,Cute,Active,party,3,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLRetro0,437,4557,WYzyBf7gqr5cgbqvG,11CD
retro A-line dress,,,Blue,No,2550,637.0,51,Yellow,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Cute,Active,party,4,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLRetro1,437,7908,Gkm46RrrMRJXKYGGy,1EE4
retro A-line dress,,,Yellow,No,2550,637.0,51,Green,Yellow,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Cute,Active,party,5,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLRetro3,437,7910,JN3AxusK4oW9XCfAM,1EE6
retro dress,,,Black,No,2550,637.0,51,Black,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Elegant,Cute,party,1,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNRetro1,32,7912,kC9hBsosjPFNNvxBr,1EE8
retro dress,,,Pink,No,2550,637.0,51,Pink,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Elegant,Cute,party,2,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNRetro3,32,7914,HYvLQzvJFpg8EhJxi,1EEA
retro dress,,,Orange,No,2550,637.0,51,Orange,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Elegant,Cute,party,3,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNRetro2,32,7913,ZHCFeYro2xhxxSCcn,1EE9
retro dress,,,Yellow,No,2550,637.0,51,Yellow,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Elegant,Cute,party,4,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNRetro4,32,7915,AGXnobQ7XzZAdGEcY,1EEB
retro dress,,,Green,No,2550,637.0,51,Green,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Elegant,Cute,party,5,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNRetro0,32,2706,8ziJn3o2uDjMSEbjE,0A92
retro dress,,,Light blue,No,2550,637.0,51,Aqua,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,All Year,Womanly,Womanly,Elegant,Cute,party,6,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNRetro5,32,7916,ep7oQbSJegkMTgtE6,1EEC
retro sleeveless dress,,,Red,No,1600,400.0,51,Red,Red,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Womanly,Womanly,Elegant,Elegant,party,1,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNModern2,297,7878,2RCfbXBJ3LSkihFNg,1EC6
retro sleeveless dress,,,Pink,No,1600,400.0,51,Pink,Pink,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Womanly,Womanly,Elegant,Elegant,party,2,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNModern3,297,7879,HF6a2M5qeshbbWBr8,1EC7
retro sleeveless dress,,,Yellow,No,1600,400.0,51,Yellow,Yellow,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Womanly,Womanly,Elegant,Elegant,party,3,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNModern0,297,4300,tyPfNCLuztubhrRym,10CC
retro sleeveless dress,,,Green,No,1600,400.0,51,Green,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Womanly,Womanly,Elegant,Elegant,party,4,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNModern1,297,7877,i45TwtQ8dv5qrrocb,1EC5
retro sleeveless dress,,,Blue,No,1600,400.0,51,Blue,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Womanly,Womanly,Elegant,Elegant,party,5,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNModern4,297,7880,MEv5Y9BPJ3sEQXdkM,1EC8
ribbons & hearts knit dress,,,Purple,No,1960,490.0,51,Black,Purple,1x1,,,Able Sisters,,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,everyday; fairy tale,1,Yes,Rib,L,For sale,2.0.0,Yes,TopsTexOnepieceRibLDark0,1495,14886,EwAgDASxqzTssXdMW,3A26
ribbons & hearts knit dress,,,Light blue,No,1960,490.0,51,Aqua,Blue,1x1,,,Able Sisters,,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,everyday; fairy tale,2,Yes,Rib,L,For sale,2.0.0,Yes,TopsTexOnepieceRibLDark3,1495,575,u2o3wHpqFsBXLB8t4,023F
ribbons & hearts knit dress,,,Black,No,1960,490.0,51,Black,Red,1x1,,,Able Sisters,,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,everyday; fairy tale,3,Yes,Rib,L,For sale,2.0.0,Yes,TopsTexOnepieceRibLDark1,1495,573,tw29aobNrb68mbSAH,023D
ribbons & hearts knit dress,,,Gray,No,1960,490.0,51,Gray,White,1x1,,,Able Sisters,,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,everyday; fairy tale,4,Yes,Rib,L,For sale,2.0.0,Yes,TopsTexOnepieceRibLDark2,1495,574,HKLCnzrzEdTFjzNBo,023E
ruffled dress,,,Black,No,4240,1060.0,51,Black,Gray,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Womanly,Womanly,Cute,Cool,fairy tale; formal; goth; party,1,Yes,Balloon,L,For sale,1.0.0,Yes,TopsTexOnepieceBalloonLCorset1,153,8684,Dq23dwc4xcnRGAouY,21EC
ruffled dress,,,Red,No,4240,1060.0,51,Red,Red,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Womanly,Womanly,Cute,Cool,fairy tale; formal; goth; party,2,Yes,Balloon,L,For sale,1.0.0,Yes,TopsTexOnepieceBalloonLCorset2,153,8685,TZhC5Jw55mBaaaYkg,21ED
ruffled dress,,,Purple,No,4240,1060.0,51,Purple,Purple,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,All Year,Womanly,Womanly,Cute,Cool,fairy tale; formal; goth; party,3,Yes,Balloon,L,For sale,1.0.0,Yes,TopsTexOnepieceBalloonLCorset0,153,3385,Q2i92CrCt2TrJEk5Z,0D39
rugby uniform,,,Red & white,No,1760,440.0,51,White,Red,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,1,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHRugby0,454,4586,X4Yx6id5rSxSYFjkL,11EA
rugby uniform,,,Orange & white,No,1760,440.0,51,White,Orange,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,2,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHRugby3,454,7631,J7JCGgoerdNCqz4HN,1DCF
rugby uniform,,,Green & white,No,1760,440.0,51,White,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,3,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHRugby2,454,7630,YdztZn73ZQcHQnXeH,1DCE
rugby uniform,,,Blue & white,No,1760,440.0,51,White,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,4,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHRugby1,454,7629,tnN9B3cQoSuS9da6o,1DCD
rugby uniform,,,Red & black,No,1760,440.0,51,Black,Red,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,5,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHRugby4,454,7632,26bDTZHA4CyGa4D4e,1DD0
rugby uniform,,,Orange & black,No,1760,440.0,51,Black,Orange,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,6,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHRugby7,454,7635,76XBMswn7Mgdeuvqd,1DD3
rugby uniform,,,Green & black,No,1760,440.0,51,Black,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,7,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHRugby6,454,7634,S9dh9HtcBtEDNA42n,1DD2
rugby uniform,,,Blue & black,No,1760,440.0,51,Black,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,8,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHRugby5,454,7633,wg3J8LdkBHtudcC6i,1DD1
rumba costume,,,Red,No,2600,650.0,51,Red,Yellow,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Manly,Manly,Elegant,Active,party; theatrical,1,Yes,Salopette,L,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteLRumba0,793,5610,vo9mYrjWG3vhD8T4e,15EA
rumba costume,,,Pink,No,2600,650.0,51,Pink,Aqua,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Manly,Manly,Elegant,Active,party; theatrical,2,Yes,Salopette,L,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteLRumba2,793,11579,RnKWKPvRLb2gXbK5C,2D3B
rumba costume,,,Orange,No,2600,650.0,51,Orange,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Manly,Manly,Elegant,Active,party; theatrical,3,Yes,Salopette,L,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteLRumba1,793,11578,ZP6eDrPjPZAGmev9N,2D3A
rumba dress,,,Red,No,2600,650.0,51,Red,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Womanly,Womanly,Elegant,Active,party; theatrical,1,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHRumba0,806,5645,sEJwk3GNphdkYKsYB,160D
rumba dress,,,Pink,No,2600,650.0,51,Pink,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Womanly,Womanly,Elegant,Active,party; theatrical,2,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHRumba2,806,9529,8g5AgWT2ZduxSNXc8,2539
rumba dress,,,Orange,No,2600,650.0,51,Orange,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Womanly,Womanly,Elegant,Active,party; theatrical,3,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHRumba1,806,9528,rexsgmsyj7TFHEKT2,2538
sailor-collar dress,,,White,No,1920,480.0,51,White,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,Summer,Womanly,Womanly,Cute,Simple,everyday; fairy tale; vacation,1,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMarine0,221,3673,xj3sNDqjfLYsRhH6R,0E59
sailor-collar dress,,,Pink,No,1920,480.0,51,Pink,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Cute,Simple,everyday; fairy tale; vacation,2,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMarine3,221,8884,rE5ATJAQ2SbYmAjAL,22B4
sailor-collar dress,,,Blue,No,1920,480.0,51,Aqua,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Cute,Simple,everyday; fairy tale; vacation,3,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMarine2,221,8883,bGeMrLon8qxra2Zgh,22B3
sailor-collar dress,,,Navy blue,No,1920,480.0,51,Blue,White,1x1,,,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Cute,Simple,everyday; fairy tale; vacation,4,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMarine1,221,8882,GH8CaAFNNiARE4n7F,22B2
samurai hakama,,,White,No,2520,630.0,51,White,Black,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Simple,everyday; fairy tale,1,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai1,1452,550,8PXmgZcfkRLN7yDa2,0226
samurai hakama,,,Black,No,2520,630.0,51,Black,Gray,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Simple,everyday; fairy tale,2,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai0,1452,14764,v4wrJpogapfyafkZK,39AC
samurai hakama,,,Vermilion,No,2520,630.0,51,Red,Gray,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Simple,everyday; fairy tale,3,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai5,1452,554,tSRdsHQfg4LqxAspE,022A
samurai hakama,,,Light pink,No,2520,630.0,51,Pink,Pink,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Simple,everyday; fairy tale,4,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai6,1452,555,ziRv7JfEpSs9XB5vc,022B
samurai hakama,,,Pale orange,No,2520,630.0,51,Yellow,Brown,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Simple,everyday; fairy tale,5,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai3,1452,552,Ap2STBXCj5tYtuiY4,0228
samurai hakama,,,Sky blue,No,2520,630.0,51,Aqua,Gray,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Simple,everyday; fairy tale,6,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai4,1452,553,hzo5KPtFukds4JcX9,0229
samurai hakama,,,Blue,No,2520,630.0,51,Blue,Blue,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Cool,Simple,everyday; fairy tale,7,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai2,1452,551,T5Xuco3BZ268pZzWp,0227
sari,,,Garnet,No,2520,630.0,51,Red,Red,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,everyday; formal,1,Yes,B-long,H,For sale,1.0.0,Yes,TopsTexOnepieceBlongHSally0,226,3685,H7zjMs2CtXeok5rsk,0E65
sari,,,Topaz,No,2520,630.0,51,Orange,Orange,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,everyday; formal,2,Yes,B-long,H,For sale,1.0.0,Yes,TopsTexOnepieceBlongHSally2,226,9150,mwesgzShjnGqcam6y,23BE
sari,,,Aquamarine,No,2520,630.0,51,Green,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,everyday; formal,3,Yes,B-long,H,For sale,1.0.0,Yes,TopsTexOnepieceBlongHSally1,226,9149,2ie8Yj85zSaBvPCXa,23BD
sari,,,Amethyst,No,2520,630.0,51,Purple,Yellow,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,everyday; formal,4,Yes,B-long,H,For sale,1.0.0,Yes,TopsTexOnepieceBlongHSally3,226,9151,CksoB685Q9GbhzbNF,23BF
satin dress,,,Berry red,No,1600,400.0,51,Red,Red,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Gorgeous,Elegant,formal; party; theatrical,1,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNSatin2,24,7943,BswBz2tKc6KjZHai3,1F07
satin dress,,,Pink,No,1600,400.0,51,Pink,Pink,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Gorgeous,Elegant,formal; party; theatrical,2,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNSatin4,24,7945,4PazY6CPKcYG853bC,1F09
satin dress,,,Green,No,1600,400.0,51,Green,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Gorgeous,Elegant,formal; party; theatrical,3,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNSatin0,24,2599,CxKuMegSNGhMz3rKi,0A27
satin dress,,,Blue,No,1600,400.0,51,Blue,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Gorgeous,Elegant,formal; party; theatrical,4,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNSatin1,24,7942,ktZsz2KmuzJhnTqSK,1F06
satin dress,,,Purple,No,1600,400.0,51,Purple,Purple,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Womanly,Womanly,Gorgeous,Elegant,formal; party; theatrical,5,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNSatin3,24,7944,nuZ8p5wjbtgSfGFpq,1F08
school smock,,,,No,2000,500.0,51,Blue,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Free,Free,Simple,Elegant,formal,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLSchoolsmockNavy,788,5567,Fn9HMhNM7X3fcXA7w,15BF
security uniform,,,,No,2240,560.0,51,Blue,Aqua,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Cool,formal; work,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLPoliceNavy,186,3565,ZYAf7Fapxej7w65xx,0DED
sequin dress,,,White,No,2240,560.0,51,White,White,1x1,,,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,,Womanly,Womanly,Gorgeous,Cute,party; theatrical,1,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins4,214,7873,BuDqa6JMMYCeiTB26,1EC1
sequin dress,,,Black,No,2240,560.0,51,Black,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,,Womanly,Womanly,Gorgeous,Cute,party; theatrical,2,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins2,214,7871,9TMuPJBo7ibGRCvJM,1EBF
sequin dress,,,Red,No,2240,560.0,51,Red,Red,1x1,,,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,,Womanly,Womanly,Gorgeous,Cute,party; theatrical,3,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins1,214,7870,Cm2r7BxYxhX7iBx4p,1EBE
sequin dress,,,Pink,No,2240,560.0,51,Pink,Pink,1x1,,,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,,Womanly,Womanly,Gorgeous,Cute,party; theatrical,4,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins0,214,3659,mEiKapqkYXbhi4gZb,0E4B
sequin dress,,,Yellow,No,2240,560.0,51,Yellow,Yellow,1x1,,,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,,Womanly,Womanly,Gorgeous,Cute,party; theatrical,5,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins3,214,7872,hSJgQdBRd3RGNP57K,1EC0
sequin dress,,,Green,No,2240,560.0,51,Green,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,,Womanly,Womanly,Gorgeous,Cute,party; theatrical,6,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins7,214,7876,Z9B6zBJFbwDa9eJf7,1EC4
sequin dress,,,Blue,No,2240,560.0,51,Blue,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,,Womanly,Womanly,Gorgeous,Cute,party; theatrical,7,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins5,214,7874,KAYNtyYfxnG2ykpjc,1EC2
sequin dress,,,Purple,No,2240,560.0,51,Purple,Purple,1x1,,,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,,Womanly,Womanly,Gorgeous,Cute,party; theatrical,8,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins6,214,7875,f7NhaAnSyzrtxJrjm,1EC3
shamrock suit,,,,No,3000,750.0,51,Green,Yellow,1x1,,,Able Sisters,,Shamrock Day,Yes,All Year,All Year,,Free,Free,Active,Gorgeous,fairy tale; party; theatrical,1,Yes,Salopette,L,For sale,1.8.0,Yes,TopsTexOnepieceSalopetteLShamrock0,1352,14236,9nkpru5fPgLakJjhP,379C
shawl-and-dress combo,,,Black,No,2000,500.0,51,Black,Gray,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Elegant,Simple,everyday; comfy,1,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl0,403,4489,94qmidkBKP7pPtEaJ,1189
shawl-and-dress combo,,,Red,No,2000,500.0,51,Red,Green,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Elegant,Simple,everyday; comfy,2,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl3,403,8597,9o4vMruAXj3K4u2md,2195
shawl-and-dress combo,,,Ochre,No,2000,500.0,51,Orange,Green,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,Winter,Free,Free,Elegant,Simple,everyday; comfy,3,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl1,403,8595,MfKkMEJx8bLmqz47x,2193
shawl-and-dress combo,,,Green,No,2000,500.0,51,Green,Purple,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Elegant,Simple,everyday; comfy,4,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl2,403,8596,AAD3e8vu73db6EH2s,2194
sheep costume,,,White,No,1700,425.0,51,White,Pink,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep0,362,4431,oQgFFZf8QXnuhcNzZ,114F
sheep costume,,,Pink,No,1700,425.0,51,Pink,Beige,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; party; theatrical,2,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep1,362,9635,ijsXG5Yo6Tnh4NYdi,25A3
sheep costume,,,Light blue,No,1700,425.0,51,Aqua,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; party; theatrical,3,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep2,362,9636,axRoBAAbPMHvWXESy,25A4
sheep costume,,,Brown,No,1700,425.0,51,Brown,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; party; theatrical,4,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep3,362,9637,MH9MP4ibb4aSsQDqc,25A5
shell dress,,,Red,No,3500,875.0,51,Red,White,1x1,,,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,1,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid4,492,8249,G3etertjgwY9q2qpW,2039
