Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
silk shirt,,,Yellow,No,1500,375.0,51,Orange,Yellow,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Gorgeous,everyday; formal,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLChina3,26,9129,xMcn4MEp4tiGtbDyS,23A9
silk shirt,,,Green,No,1500,375.0,51,Green,Yellow,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Gorgeous,everyday; formal,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLChina0,26,2672,b6r5LY5EGg98N5Wxo,0A70
silk shirt,,,Blue,No,1500,375.0,51,Blue,Yellow,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Gorgeous,everyday; formal,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLChina2,26,9128,w98ydiCNkTCJ7Dq6H,23A8
simple knit sweater,,,White,No,960,240.0,51,White,White,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLKnit0,1058,2725,pm3zAFvpCHnQ3rdww,0AA5
simple knit sweater,,,Black,No,960,240.0,51,Black,Black,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Simple,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLKnit1,1058,2730,gupH4BGzi6eWFMwop,0AAA
simple knit sweater,,,Camel,No,960,240.0,51,Orange,Orange,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Simple,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLKnit2,1058,4151,kZytXdn2t8ax4CxHq,1037
simple parka,,,Gray,No,1060,265.0,51,Gray,Gray,1x1,950.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Active,everyday; comfy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka0,43,3056,cauBxzskKMEQeECmQ,0BF0
simple parka,,,Black,No,1060,265.0,51,Black,Black,1x1,950.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Active,everyday; comfy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka7,43,7975,4BfFabwNEehBJNfbA,1F27
simple parka,,,Red,No,1060,265.0,51,Red,Red,1x1,950.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Active,everyday; comfy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka1,43,7969,8n8gXAu96d5jey3xs,1F21
simple parka,,,Pink,No,1060,265.0,51,Pink,Pink,1x1,950.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Active,everyday; comfy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka5,43,7973,N2QXTQh8oe65xp5Rv,1F25
simple parka,,,Yellow,No,1060,265.0,51,Yellow,Yellow,1x1,950.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Active,everyday; comfy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka4,43,7972,Mge7TmgMB8BJo2fC3,1F24
simple parka,,,Green,No,1060,265.0,51,Green,Green,1x1,950.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Active,everyday; comfy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka2,43,7970,TysqqotGG7gJ6HHvc,1F22
simple parka,,,Light blue,No,1060,265.0,51,Aqua,Aqua,1x1,950.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Active,everyday; comfy; sporty,7,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka6,43,7974,bmMa9RBcDYQxqjxgw,1F26
simple parka,,,Blue,No,1060,265.0,51,Blue,Blue,1x1,950.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Active,everyday; comfy; sporty,8,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka3,43,7971,c832o2FNntejFWRxo,1F23
simple-dots tee,,,Black,No,640,160.0,51,Black,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSimpledot4,1032,9501,qpapForjjCdhiRYvP,251D
simple-dots tee,,,Red,No,640,160.0,51,Red,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Simple,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSimpledot2,1032,9499,R9xN2MNz6Fd4ZTfwW,251B
simple-dots tee,,,Yellow,No,640,160.0,51,Yellow,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Simple,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSimpledot0,1032,8203,wfkSZGXdfPYHvevPY,200B
simple-dots tee,,,Green,No,640,160.0,51,Green,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Simple,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSimpledot3,1032,9500,RHmNkFfrnxA8sH7RJ,251C
simple-dots tee,,,Light blue,No,640,160.0,51,Aqua,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Simple,everyday; comfy,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSimpledot1,1032,9498,WTvb4yXfbSMxwG3wL,251A
six-ball tee,,,,No,560,140.0,51,Green,White,1x1,500.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball6,134,3323,9i3mJdoTbjxzEB9kD,0CFB
skiwear,,,Red,No,1680,420.0,51,Red,Aqua,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Active,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki4,372,7603,yAk54FYcv96Pp4qAp,1DB3
skiwear,,,Ruby red,No,1680,420.0,51,Pink,Yellow,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki5,372,7604,CqMMuzTkgTYx7Wqcb,1DB4
skiwear,,,Green,No,1680,420.0,51,Green,Blue,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki3,372,7602,szzdeXrah4xGE9wQm,1DB2
skiwear,,,Light blue,No,1680,420.0,51,Aqua,Orange,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki1,372,7600,YvQEGjnp4z2iHKeiw,1DB0
skiwear,,,Blue,No,1680,420.0,51,Blue,Green,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Active,outdoorsy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki0,372,4448,g4fvcWho3ZH93Wwok,1160
skiwear,,,Purple,No,1680,420.0,51,Purple,Pink,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Active,outdoorsy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki2,372,7601,6oC2ucsh444i4ycMS,1DB1
skull tee,,,Black,No,960,240.0,51,Black,Beige,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Cool,Cool,everyday; goth; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSkull0,1037,8208,ev7tbETWHykvpGq4S,2010
skull tee,,,Purple,No,960,240.0,51,Purple,Beige,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,everyday; goth; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSkull2,1037,12200,BvCeX6T6mQmPR4P4b,2FA8
skull tee,,,Beige,No,960,240.0,51,Beige,Green,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,everyday; goth; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSkull1,1037,12199,LRzPEcsniYhiNEqTC,2FA7
sleeved apron,,,Pink,No,960,240.0,51,Pink,Red,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLHandcover0,583,5132,BJKSBrXy9an23wHth,140C
sleeved apron,,,Orange,No,960,240.0,51,Orange,Green,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLHandcover2,583,9607,2TYxLRpKYoZTGMTvt,2587
sleeved apron,,,Green,No,960,240.0,51,Green,Blue,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLHandcover3,583,9608,Mr5nssMwM49MxyZ3N,2588
sleeved apron,,,Blue,No,960,240.0,51,Aqua,Brown,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLHandcover1,583,9606,2CEWXqY7esYG8zSRL,2586
sleeved apron,,,Purple,No,960,240.0,51,Purple,Black,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLHandcover4,583,9609,CXJmcBanhBT6aMwSQ,2589
sleeveless dress shirt,,,White,No,960,240.0,51,White,White,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Simple,everyday; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsNStandard0,60,3145,dk2dzwNTW39aPrXPh,0C49
sleeveless dress shirt,,,Pink,No,960,240.0,51,Pink,Pink,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Simple,everyday; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsNStandard1,60,8345,KfE27M7xaeAA5seB7,2099
sleeveless dress shirt,,,Orange,No,960,240.0,51,Orange,Orange,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Simple,everyday; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsNStandard3,60,8347,vkxES3kCYJMsGC92f,209B
sleeveless dress shirt,,,Green,No,960,240.0,51,Green,Green,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Simple,everyday; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsNStandard2,60,8346,NxMk4ukgtyAqjXvcg,209A
sleeveless dress shirt,,,Blue,No,960,240.0,51,Aqua,Aqua,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Simple,everyday; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsNStandard4,60,8348,qEEWWFz8NaLWThuFG,209C
sleeveless parka,,,Black,No,1200,300.0,51,Black,Black,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; comfy; sporty; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterNNosleeve1,866,7994,AsNvixvBHvP7Xc6nn,1F3A
sleeveless parka,,,Pink,No,1200,300.0,51,Pink,Black,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; comfy; sporty; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterNNosleeve2,866,7995,c6m3pF65kwa3KCSNu,1F3B
sleeveless parka,,,Orange,No,1200,300.0,51,Orange,Black,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; comfy; sporty; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterNNosleeve4,866,7997,niinXuaF3g4uswfBg,1F3D
sleeveless parka,,,Green,No,1200,300.0,51,Green,Black,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,outdoorsy; comfy; sporty; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopOuterNNosleeve0,866,5774,TFvaM2vZtnS7wo6jf,168E
sleeveless parka,,,Purple,No,1200,300.0,51,Purple,Black,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Active,Active,outdoorsy; comfy; sporty; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopOuterNNosleeve3,866,7996,QnPQeiQ3CbF3J8yEQ,1F3C
sleeveless tunic,,,White,No,960,240.0,51,White,White,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,,Free,Free,Simple,Elegant,comfy; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt4,465,8362,yTXp7cz4JrT395xoH,20AA
sleeveless tunic,,,Yellow,No,960,240.0,51,Yellow,Yellow,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,,Free,Free,Simple,Elegant,comfy; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt5,465,8363,9JKZt6bgtMDfJM2Su,20AB
sleeveless tunic,,,Mint,No,960,240.0,51,Green,Green,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,,Free,Free,Simple,Elegant,comfy; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt2,465,8360,8cxDFZ74HTqZ82Ei9,20A8
sleeveless tunic,,,Blue,No,960,240.0,51,Blue,Blue,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,,Free,Free,Simple,Elegant,comfy; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt1,465,8359,aNt2kXaq8mzbFMF6J,20A7
sleeveless tunic,,,Purple,No,960,240.0,51,Purple,Purple,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,,Free,Free,Simple,Elegant,comfy; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt0,465,4599,9ScEAWSFADHMAknmF,11F7
sleeveless tunic,,,Pink,No,960,240.0,51,Beige,Beige,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,,Free,Free,Simple,Elegant,comfy; vacation,6,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt3,465,8361,bBZcM54G5BPJbf8Qu,20A9
snowflake sweater,,,Light blue,No,960,240.0,51,Aqua,White,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Cute,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLSnowcrystal1,576,7841,GZPhwqbdHCjq9h857,1EA1
snowflake sweater,,,Blue,No,960,240.0,51,Blue,White,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Cute,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLSnowcrystal0,576,5122,tP8GGuYbbJ2qi89ZY,1402
snowy sweater,,,Gray,No,1450,362.0,51,Gray,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Elegant,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLSnow0,207,3631,cHMhCKcJfHqwi5dAZ,0E2F
snowy sweater,,,Black,No,1450,362.0,51,Black,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Elegant,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLSnow2,207,7739,JenJM83tsQkxj8A8p,1E3B
snowy sweater,,,Blue,No,1450,362.0,51,Blue,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Simple,Elegant,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLSnow1,207,7738,ReaDaMN7hRQ68nhos,1E3A
soccer-uniform top,,,White,No,1330,332.0,51,White,Black,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSoccer7,97,9385,LR5TeDTpMDx8e4mxX,24A9
soccer-uniform top,,,Black,No,1330,332.0,51,Black,Red,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSoccer1,97,9379,qm26e2wwCDtpa56F3,24A3
soccer-uniform top,,,Red,No,1330,332.0,51,Red,Blue,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSoccer2,97,9380,gdczq2ajJj8kDu4eZ,24A4
soccer-uniform top,,,Orange,No,1330,332.0,51,Orange,White,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSoccer6,97,9384,aaqEhL2A4aLasNjjS,24A8
soccer-uniform top,,,Yellow,No,1330,332.0,51,Yellow,Green,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSoccer0,97,3249,4rvWx7peff8vvTL2C,0CB1
soccer-uniform top,,,Green,No,1330,332.0,51,Green,White,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSoccer5,97,9383,AEPxQENXZtiTbJpej,24A7
soccer-uniform top,,,Light blue,No,1330,332.0,51,Aqua,White,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSoccer4,97,9382,AMfAdzPJm7o69rXSr,24A6
soccer-uniform top,,,Blue,No,1330,332.0,51,Blue,Blue,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSoccer3,97,9381,aYsifYzk8DCczrYw4,24A5
space parka,,,Blue,No,1680,420.0,51,Blue,Purple,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,All Year,Free,Free,Cool,Gorgeous,party; comfy; sporty; theatrical,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLSpaceparker0,351,4418,RKu83zEuZKMuoLw5x,1142
space parka,,,Purple,No,1680,420.0,51,Purple,Green,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Cool,Gorgeous,party; comfy; sporty; theatrical,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLSpaceparker1,351,7605,Noym3aFiEvkC5dXtj,1DB5
sparkly embroidered tank,,,Red,No,960,240.0,51,White,Red,1x1,860.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Cute,Gorgeous,party; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNSequins0,440,4560,uHLXx9bzdnrHaEAEf,11D0
sparkly embroidered tank,,,Yellow,No,960,240.0,51,White,Yellow,1x1,860.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Gorgeous,party; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNSequins1,440,8388,KEuj8i8DpykejzuQ3,20C4
sparkly embroidered tank,,,Blue,No,960,240.0,51,White,Blue,1x1,860.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Gorgeous,party; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNSequins2,440,8389,gbkXTroTHeR2o77Kc,20C5
spider-web tee,,,,No,960,240.0,51,Black,Gray,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,goth; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSpider0,1036,8207,JgLgunkcJB2WrFMYH,200F
sports tank,,,1,No,640,160.0,51,Red,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Active,sporty; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNBibs0,948,4673,muEszebFe4jHSPbwz,1241
sports tank,,,2,No,640,160.0,51,Blue,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Active,sporty; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNBibs1,948,8061,kwCsBkngG49YNEe2b,1F7D
sports tank,,,3,No,640,160.0,51,Green,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Active,sporty; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNBibs2,948,8062,whnoGZKtYTyZYBQq3,1F7E
sports tank,,,4,No,640,160.0,51,Pink,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Active,sporty; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNBibs3,948,8063,aH42PupggG4Yb2Hfx,1F7F
sports tank,,,5,No,640,160.0,51,Yellow,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Active,sporty; work,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNBibs4,948,8064,bkRvhLp2FSMstk3Kj,1F80
sports tank,,,6,No,640,160.0,51,Orange,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Active,sporty; work,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNBibs5,948,8065,AHehtCJZRocPG9As2,1F81
sports tank,,,7,No,640,160.0,51,Purple,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Active,sporty; work,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNBibs6,948,8066,u5mAXQF2RGWvPvyWx,1F82
sports tank,,,8,No,640,160.0,51,Black,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Active,sporty; work,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNBibs7,948,8067,H7nzBbi5tNZjA2Trw,1F83
Squidmark Sweat,,,,No,2000,500.0,201,Yellow,Yellow,1x1,,,Nook Shopping Promotion,,,,All Year,All Year,,Free,Free,Simple,Active,everyday; sporty,1,Yes,Not in catalog,3.0.0,Yes,TopsTexTopOuterLIkasweat0,1527,1115,xmXoqtWP7uukFNLdW,045B
staff uniform,,,Pink,No,800,200.0,51,Pink,White,1x1,720.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Simple,Simple,work,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHStaff2,901,8414,JCS5RiCf6AqeWMt6j,20DE
staff uniform,,,Yellow,No,800,200.0,51,Yellow,White,1x1,720.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Simple,Simple,work,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHStaff1,901,8413,Eudn3rhNEGjRTW8X8,20DD
